Title,Full Reference
do android developers neglect error handling? a maintenance-centric study on the relationship between android abstractions and uncaught exceptions,"Oliveira J., Borges D., Silva T., Cacho N., Castor F., Do android developers neglect error handling? a maintenance-centric study on the relationship between android abstractions and uncaught exceptions, Journal of Systems and Software, 136, pp. 1-18, (2018)"
an exploratory study of logging configuration practice in java,"Zhi C., Yin J., Deng S., Ye M., Fu M., Xie T., An exploratory study of logging configuration practice in Java, 2019 IEEE International Conference on Software Maintenance and Evolution (ICSME). 459-469, (2019)"
industry practices and event logging: assessment of a critical software development process,"Pecchia A., Cinque M., Carrozza G., Cotroneo D., Industry practices and event logging: Assessment of a critical software development process, 2015 IEEE/ACM 37th IEEE International Conference on Software Engineering (ICSE). 169-178, (2015)"
a comparative study of exception handling mechanisms for building dependable object-oriented software,"Garcia A.F., Rubira C.M., Romanovsky A., Xu J., A comparative study of exception handling mechanisms for building dependable object-oriented software, Journal of Systems and Software, 59, 2, pp. 197-222, (2001)"
characterizing logging practices in open-source software,"Yuan D., Park S., Zhou Y., Characterizing logging practices in open-source software, 2012 34th International Conference on Software Engineering (ICSE). 102-112, (2012)"
undocumented and unchecked: exceptions that spell trouble,"Kechagia M., Spinellis D., Undocumented and unchecked: Exceptions that spell trouble, MSR, pp. 312-315, (2014)"
categorizing faults in exception handling: a study of open source projects,"Barbosa E.A., Garcia A., Barbosa S.D.J., Categorizing faults in exception handling: A study of open source projects, SBES, pp. 11-20, (2014)"
combining the robustness of checked exceptions with the flexibility of unchecked exceptions using anchored exception declarations,"Van Dooren M., Steegmans E., Combining the robustness of checked exceptions with the flexibility of unchecked exceptions using anchored exception declarations, OOPSLA, pp. 455-471, (2005)"
large-scale analysis of framework-specific exceptions in android apps,"Fan L., Su T., Chen S., Meng G., Liu Y., Xu L., Pu G., Su Z., Large-scale analysis of framework-specific exceptions in android apps, ICSE, pp. 408-419, (2018)"
2017 characterizing logging practices in java-based open source software projects-a replication study in apache software foundation,"Chen B., Ming Z., Jiang J., 2017 Characterizing logging practices in Java-based open source software projects-A replication study in Apache Software Foundation, Empirical Software Engineering, pp. 330-374, (2017)"
a study on exception detection and handling using aspect-oriented programming,"Lippert M., Lopes C.V., A study on exception detection and handling using aspect-oriented programming, ICSE, pp. 418-427, (2000)"
a catalogue of bug patterns for exception handling in aspect-oriented programs,"Coelho R., Rashid A., Von Staa A., Noble J., Kulesza U., Lucena C., A catalogue of bug patterns for exception handling in aspect-oriented programs, PLoP, pp. 1-13, (2008)"
examining programmer practices for locally handling exceptions,"Kery M.B., Le Goues C., Myers B.A., Examining programmer practices for locally handling exceptions, MSR, pp. 484-487, (2016)"
amplifying tests to validate exception handling code,"Zhang P., Elbaum S., Amplifying tests to validate exception handling code, ICSE, pp. 595-605, (2012)"
