Title,Full Reference
design and development of svace static analyzers,"Belevantsev A., Borodin A., Dudina I., Ignatiev V., Izbyshev A., Polyakov S., Velesevich E., Zhurikhin D., Design and Development of Svace Static Analyzers, 5, pp. 3-9, (2018)"
rough auditing tool for security. google code,"Chess B., Gerschefske M., Rough auditing tool for security. Google code, (2013)"
cloud security engineering: early stages of sdlc,"Aljawarneh S.A., Alawneh A., Jaradat R., Cloud security engineering: Early stages of SDLC, Future Generation Computer Systems, 74, pp. 385-392, (2017)"
detection of recurring software vulnerabilities,"Pham N.H., Nguyen T.T., Nguyen H.A., Nguyen T.N., Detection of recurring software vulnerabilities, Proceedings of the IEEE/ACM International Conference on Automated Software Engineering (ASE’10), pp. 447-456, (2010)"
automatically assessing vulnerabilities discovered by compositional analysis,"Ognawala S., Amato R.N., Pretschner A., Et al., Automatically assessing vulnerabilities discovered by compositional analysis, Proceedings of the 1st International Workshop on Machine Learning and Software Engineering in Symbiosis[C], New York, NY, pp. 16-25, (2018)"
an investigation into coupling measures for c++,"Briand L.C., Devanbu P.T., Melo W.L., An investigation into coupling measures for C++, Proc. 19th Int. Conf. Softw. Eng., pp. 412-421, (1997)"
a static analysis tool svace as a collection of analyzers with various complexity levels,"Borodin A.E., Belevancev A.A., A static analysis tool svace as a collection of analyzers with various complexity levels, Proc. of ISP RAS, pp. 111-132, (2015)"
25 years of vulnerabilities: 1988-2012,"Younan Y., 25 years of vulnerabilities: 1988-2012, Sourcefire Vulnerability Research Team, (2013)"
vurle: automatic vulnerability detection and repair by learning from examples,"Ma S., Thung F., Lo D., Sun C., Deng R.H., VuRLE: automatic vulnerability detection and repair by learning from examples, European Symposium on Research in Computer Security, pp. 229-246, (2017)"
assessing and comparing vulnerability detection tools for web services: benchmarking approach and examples,"Antunes N., Vieira M., Assessing and comparing vulnerability detection tools for web services: Benchmarking approach and examples, Ieee Transactions on Services Computing, 8, 2, pp. 269-283, (2014)"
detection of malicious code by applying machine learning classifers on static features: a state-of the-art survey,"Shabtai A., Moskovitch R., Elovici Y., Glezer C., Detection of malicious code by applying machine learning classifers on static features: A state-of the-art survey, Information Security Technical Report, 14, 1, pp. 16-29, (2009)"
grapheye: a novel solution for detecting vulnerable functions based on graph attention network [c],"Zhou L., Huang M., Li Y., Et al., GraphEye: A Novel Solution for Detecting Vulnerable Functions Based on Graph Attention Network [C], 2021 IEEE Sixth International Conference on Data Science in Cyberspace (DSC). IEEE, pp. 381-388, (2021)"
sharpchecker: static analysis tool for c# programs,"Koshelev V.K., Ignatiev V.N., Borzilov A.I., Belevantsev A.A., Sharpchecker: Static analysis tool for c# programs, Programming and Computer Software, 43, 4, pp. 268-276, (2017)"
on using distributed representations of source code for the detection of c security vulnerabilities,"Coimbra D., Reis S., Abreu R., Pasareanu C., Erdogmus H., On using distributed representations of source code for the detection of C security vulnerabilities, (2021)"
detecting '0-day' vulnerability: an empirical study of secret security patch in oss,"Wang X., Sun K., Batcheller A., Jajodia S., Detecting '0-day' vulnerability: An empirical study of secret security patch in oss, Proc. 49th Annual IEEE/IFIP Int. Conf. Dependable Syst. Netw. (DSN), pp. 485-492, (2019)"
bowdidge r (2013) why don’t software developers use static analysis tools to find bugs?,"Johnson B., Song Y., Murphy-Hill E., Bowdidge R (2013) Why don’t software developers use static analysis tools to find bugs?, Proceedings of the 2013 International Conference on Software Engineering (ICSE ’13), pp. 672-681"
maximal divergence sequential autoencoder for binary software vulnerability detection[c],"Le T., Nguyen T., Le T., Et al., Maximal divergence sequential autoencoder for binary software vulnerability detection[C], International Conference on Learning Representations., (2019)"
learning a classifier for false positive error reports emitted by static code analysis tools,"Koc U., Saadatpanah P., Foster J.S., Porter A.A., Learning a classifier for false positive error reports emitted by static code analysis tools, Proceedings of the 1St ACM SIGPLAN International Workshop on Machine Learning and Programming Languages, pp. 35-42, (2017)"
a buffer overflow prediction approach based on software metrics and machine learning,"Ren J., Zheng Z., Liu Q., Wei Z., Yan H., A buffer overflow prediction approach based on software metrics and machine learning, Secur. Commun. Netw., (2019)"
gitguardian state of the secrets sprawl,"GitGuardian State of the Secrets Sprawl, (2021)"
toward large-scale vulnerability discovery using machine learning,"Grieco G., Grinblat G.L., Uzal L., Rawat S., Feist J., Mounier L., Toward large-scale vulnerability discovery using machine learning, Proc. 6th Acm Conf. Data Appl. Secur. Privacy, pp. 85-96, (2016)"
searching for a needle in a haystack: predicting security vulnerabilities for windows vista,"Zimmermann T., Nagappan N., Williams L., Searching for a needle in a haystack: Predicting security vulnerabilities for windows vista, 2010 Third International Conference on Software Testing, Verification and Validation. IEEE, pp. 421-428, (2010)"
machine-learning-guided selectively unsound static analysis,"Heo K., Oh H., Yi K., Machine-learning-guided selectively unsound static analysis, Proc. IEEE/ACM 39th Int. Conf. Softw. Eng. (ICSE), pp. 519-529, (2017)"
rough auditing tool for security,"Chess B., Gerschefske M., Rough auditing tool for security. Google code, (2013)"
checking smart contracts with structural code embedding,"Gao Z., Jiang L., Xia X., Lo D., Grundy J., Checking smart contracts with structural code embedding, IEEE Transactions on Software Engineering, (2020)"
cppcheck: a tool for static c/c++ code analysis,Cppcheck: A tool for static C/C++ code analysis
mira: a framework for static performance analysis,"Meng K., Norris B., Mira: A framework for static performance analysis, 2017 Ieee International Conference on Cluster Computing (CLUSTER), pp. 103-113, (2017)"
deep learning-based vulnerable function detection: a benchmark,"Lin G., Xiao W., Zhang J., Xiang Y., Deep learning-based vulnerable function detection: A benchmark, Proc. 21st Int. Conf. Inf. Commun. Secur. (ICICS), pp. 219-232, (2019)"
vulsniper: focus your attention to shoot fine-grained vulnerabilities.,"Duan X., Wu J., Ji S., Rui Z., Luo T., Yang M., Wu Y., Vulsniper: Focus your attention to shoot fine-grained vulnerabilities., IJCAI, pp. 4665-4671, (2019)"
questions developers ask while diagnosing potential security vulnerabilities with static analysis,"Smith J., Johnson B., Murphy-Hill E., Chu B., Lipford H.R., Questions developers ask while diagnosing potential security vulnerabilities with static analysis, Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering, pp. 248-259, (2015)"
a systematic model building process for predicting actionable static analysis alerts,"Heckman S.S., A Systematic Model Building Process for Predicting Actionable Static Analysis Alerts, (2009)"
fuzzing: brute force vulnerability discovery,"Sutton M., Greene A., Amini P., Fuzzing: Brute Force Vulnerability Discovery, (2007)"
a framework for combining and ranking static analysis tool findings based on tool performance statistics,"Xypolytos A., Xu H., Vieira B., Ali-Eldin A.M.T., A framework for combining and ranking static analysis tool findings based on tool performance statistics, In: 2017 IEEE International Conference on Software Quality, Reliability and Security Companion (Qrs-C). IEEE, Pp, pp. 595-596, (2017)"
the impact factors on the performance of machine learning-based vulnerability detection: a comparative study,"Zheng W., Gao J., Wu X., Liu F., Xun Y., Liu G., Chen X., The impact factors on the performance of machine learning-based vulnerability detection: A comparative study, J. Syst. Softw., 168, (2020)"
deep neural-based vulnerability discovery demystified: data,"Lin G., Xiao W., Yu Zhang L., Gao S., Tai Y., Zhang J., Deep neural-based vulnerability discovery demystified: Data, model and performance, Neural Computing and Applications, pp. 1-14, (2021)"
static analyzer svace for finding defects in a source program code,"Ivannikov V.P., Belevantsev A.A., Borodin A.E., Ignatiev V.N., Zhurikhin D.M., Avetisyan A.I., Static analyzer svace for finding defects in a source program code, Programming and Computer Software, 40, 5, pp. 265-275, (2014)"
vest: a system for vulnerability exploit scoring & timing,"Chen H., Liu J., Liu R., Et al., VEST: a system for vulnerability exploit scoring & timing, Proceedings of the 28th International Joint Conference on Artificial Intelligence [C], Palo Alto, CA, pp. 6503-6505, (2019)"
sqvdt: a scalable quantitative vulnerability detection technique for source code security assessment,"Akram J., Luo P., SQVDT: a scalable quantitative vulnerability detection technique for source code security assessment, Softw Pract Exp, 51, pp. 294-318, (2021)"
large-scale empirical study of important features indicative of discovered vulnerabilities to assess application security,"Zhang M., de Carnavalet X.D.C., Wang L., Ragab A., Large-scale empirical study of important features indicative of discovered vulnerabilities to assess application security, IEEE Trans Inf Forensic Secur, 14, 9, pp. 2315-2330, (2019)"
ethereum: a secure decentralised generalised transaction ledger,"Wood G., Et al., Ethereum: A secure decentralised generalised transaction ledger, Ethereum project yellow paper, 151, 2014, pp. 1-32, (2014)"
how effective are smart contract analysis tools? evaluating smart contract static analysis tools using bug injection,"Ghaleb A., Pattabiraman K., How effective are smart contract analysis tools? evaluating smart contract static analysis tools using bug injection, the 29th ACM SIGSOFT International Symposium on Software Testing and Analysis"
shiftleftsecurity/joern: open-source code analysis platform for c/c++ based on code property graphs,ShiftLeftSecurity/joern: Open-source Code Analysis Platform for C/C++ Based on Code Property Graphs
vulhunter: an automated vulnerability detection system based on deep learning and bytecode,"Guo N., Li X., Yin H., Gao Y., Vulhunter: an automated vulnerability detection system based on deep learning and bytecode, International Conference on Information and Communications Security, pp. 199-218, (2019)"
software security,"McGraw G., Software security, IEEE Secur. Privacy, 2, 2, pp. 80-83, (2004)"
understanding how to use static analysis tools for detecting cryptography misuse in software,"Braga A., Dahab R., Antunes N., Laranjeiro N., Vieira M., Understanding how to use static analysis tools for detecting cryptography misuse in software, Ieee Transactions on Reliability, 68, 4, pp. 1384-1403, (2019)"
how developers diagnose potential security vulnerabilities with a static analysis tool,"Smith J., Johnson B., Murphy-Hill E.R., Chu B., Richter Lipford H., How developers diagnose potential security vulnerabilities with a static analysis tool, IEEE Trans. Software Eng., 45, 9, pp. 877-897, (2019)"
$\mu$μvuldeepecker: a deep learning-based system for multiclass vulnerability detection,"Zou D., Wang S., Xu S., Li Z., Jin H., $\mu$μVulDeePecker: A deep learning-based system for multiclass vulnerability detection, IEEE Trans. Dependable Secur. Comput., 18, 5, pp. 2224-2236, (2021)"
automated classification of static code analysis alerts: a case study,"Yuksel U., Sozer H., Automated classification of static code analysis alerts: A case study, 2013 IEEE International Conference on Software Maintenance, pp. 532-535, (2013)"
security vulnerability detection using deep learning natural language processing [j],"Ziems N., Wu S., Security Vulnerability Detection Using Deep Learning Natural Language Processing [J], (2021)"
leopard: identifying vulnerable code for vulnerability assessment through program metrics,"Du X., Chen B., Li Y., Guo J., Zhou Y., Liu Y., Jiang Y., Leopard: Identifying vulnerable code for vulnerability assessment through program metrics, Proceedings of the 41st International Conference on Software Engineering, ICSE '19, pp. 60-71, (2019)"
assessment of vulnerability severity using text mining,"Spanos G., Angelis L., Toloudis D., Assessment of vulnerability severity using text mining, Proceedings of the 21st Pan-Hellenic Conference on Informatics[C], New York, NY, pp. 1-6, (2017)"
software vulnerability discovery techniques: a survey,"Liu B., Shi L., Cai Z., Li M., Software vulnerability discovery techniques: A survey, 2012 Fourth International Conference on Multimedia Information Networking and Security, pp. 152-156, (2012)"
a comparative study of deep learning-based vulnerability detection system,"Li Z., Zou D., Tang J., Zhang Z., Sun M., Jin H., A comparative study of deep learning-based vulnerability detection system, IEEE Access, 7, pp. 103184-103197, (2019)"
interpreting deep learning-based vulnerability detector predictions based on heuristic searching,"Zou D., Zhu Y., Xu S., Li Z., Jin H., Ye H., Interpreting deep learning-based vulnerability detector predictions based on heuristic searching, ACM Transactions on Software Engineering and Methodology (TOSEM), 30, 2, pp. 1-31, (2021)"
the uc davis reducing software security risk through an integrated approach project,"The UC Davis Reducing Software Security Risk through An Integrated Approach Project, (2000)"
chapter 8 - analyzing security data,"Meneely A., Chapter 8 - analyzing security data, The Art And Science Of Analyzing Software Data, pp. 215-229, (2015)"
deep learning for software vulnerabilities detection using code metrics,"Zagane M., Abdi M.K., Alenezi M., Deep learning for software vulnerabilities detection using code metrics, IEEE Access, 8, pp. 74562-74570, (2020)"
information security vulnerability prediction based on business process model using machine learning approach,"Hariyanti E., Djunaidy A., Siahaan D., Information security vulnerability prediction based on business process model using machine learning approach, Comput. Secur., 110, (2021)"
vccfinder: finding potential vulnerabilities in opensource projects to assist code audits,"Perl H., Dechand S., Smith M., Arp D., Yamaguchi F., Rieck K., Fahl S., Acar Y., Vccfinder: Finding potential vulnerabilities in opensource projects to assist code audits, Proc. 22nd Acm Sigsac Conf. Comput. Commun. Secur, pp. 426-437, (2015)"
toward mining “concept keywords” from identifiers in large software projects,"Ohba M., Gondow K., Toward mining “concept keywords” from identifiers in large software projects, ACM SIGSOFT Softw Eng Notes, 30, 4, pp. 1-5, (2005)"
towards deep learning models resistant to adversarial attacks,"Madry A., Makelov A., Schmidt L., Tsipras D., Vladu A., Towards deep learning models resistant to adversarial attacks, ICLR, (2018)"
web application vulnerability prediction using hybrid program analysis and machine learning,"Shar L.K., Briand L.C., Tan H.B.K., Web application vulnerability prediction using hybrid program analysis and machine learning, IEEE Transactions on Dependable and Secure Computing, 12, 6, pp. 688-707, (2014)"
cd-vuld: cross-domain vulnerability discovery based on deep domain adaptation,"Liu S., Lin G., Qu L., Zhang J., De Vel O., Montague P., Xiang Y., CD-vuld: Cross-domain vulnerability discovery based on deep domain adaptation, IEEE Trans Dependable Secur Comput, (2020)"
self-attention based automated vulnerability detection with effective data representation,"Wu T., Chen L., Du G., Zhu C., Shi G., Self-attention based automated vulnerability detection with effective data representation, 2021 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking (ISPA/BDCloud/SocialCom/SustainCom). IEEE, pp. 892-899, (2021)"
clang static analyzer,"Clang static analyzer, (2021)"
vulnerabilities by type,Vulnerabilities by Type
achyb: a hybrid analysis approach to detect kernel access control vulnerabilities,"Hu Y., Wang W., Hunger C., Wood R., Khurshid S., Tiwari M., ACHyb: A hybrid analysis approach to detect kernel access control vulnerabilities, Proceedings of the 29th Acm Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering, ESEC/FSE 2021, pp. 316-327, (2021)"
the rise of software vulnerability: taxonomy of software vulnerabilities detection and machine learning approaches,"Hanif H., Md Nasir M.H.N., Ab Razak M.F., Firdaus A., Badrul Anuar N., The rise of software vulnerability: Taxonomy of software vulnerabilities detection and machine learning approaches, Journal of Network and Computer Applications, (2021)"
automated software vulnerability detection with machine learning,"Harer J. A., Kim L. Y., Russell R. L., Ozdemir O., Kosta L. R., Rangamani A., Hamilton L. H., Centeno G. I., Key J. R., Ellingwood P. M., Et al., Automated software vulnerability detection with machine learning, (2018)"
valgrind: a framework for heavyweight dynamic binary instrumentation,"Nethercote N., Seward J., Valgrind: A framework for heavyweight dynamic binary instrumentation, Proceedings of the 28th ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI’07), pp. 89-100, (2007)"
fuzzing: a survey,"Li J., Zhao B., Zhang C., Fuzzing: A survey, Cybersecurity, 1, (2018)"
security fatigue,"Stanton B., Theofanos M.F., Prettyman S.S., Furman S., Security Fatigue, IT Professional, 18, 5, pp. 26-32, (2016)"
browse cve vulnerabilities by date,Browse Cve Vulnerabilities by Date
adaptive probabilistic model for ranking code-based static analysis alerts,"Heckman S.S., Adaptive probabilistic model for ranking code-based static analysis alerts, 29Th International Conference on Software engineering—companion. ICSE 2007 Companion, pp. 89-90, (2007)"
beyond metadata: code-centric and usage-based analysis of known vulnerabilities in open-source software,"Ponta S.E., Plate H., Sabetta A., Beyond metadata: Code-centric and usage-based analysis of known vulnerabilities in open-source software, 2018 IEEE International Conference on Software Maintenance and Evolution (ICSME), pp. 449-460, (2018)"
security enhancement technologies for smart contracts in the blockchain: a survey,"Wang Y., He J., Zhu N., Yi Y., Zhang Q., Song H., Xue R., Security enhancement technologies for smart contracts in the blockchain: A survey, Transactions on Emerging Telecommunications Technologies, (2021)"
static analyzer svace for finding of defects in program source code,"Ivannikov V.P., Belevantsev A.A., Borodin A.E., Ignatiev V.N., Zhurikhin D.M., Avetisyan A.I., Static analyzer svace for finding of defects in program source code, Proc. of ISP RAS, pp. 231-250, (2014)"
a deep learning based static taint analysis approach for iot software vulnerability location,"Niu W., Zhang X., Du X., Zhao L., Cao R., Guizani M., A deep learning based static taint analysis approach for iot software vulnerability location, Meas. J. Int. Meas. Confed, 152, (2020)"
aletheia: improving the usability of static security analysis,"Tripp O., Guarnieri S., Pistoia M., Aleksandr A., ALETHEIA: Improving the usability of static security analysis, Proceedings of the 2014 ACM SIGSAC Conference on Computer and Communications Security (CCS ’14, pp. 762-774, (2014)"
a survey on security in consensus and smart contracts[j],"Cao X., Zhang J., Wu X., Et al., A survey on security in consensus and smart contracts[J], Peer-to-Peer Networking and Applications, pp. 1-21, (2022)"
representation vs. model: what matters most for source code vulnerability detection,"Zheng W., Abdallah Semasaba A.O., Wu X., Agyemang S.A., Liu T., Ge Y., Representation vs. model: What matters most for source code vulnerability detection, 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER, (2021)"
colefunda: explainable silent vulnerability fix identification,"Zhou J., Pacheco M., Chen J., Hu X., Xia X., Lo D., Hassan A.E., Colefunda: Explainable silent vulnerability fix identification, (2023)"
smartbugs: a framework to analyze solidity smart contracts,"Ferreira J.F., Cruz P., Durieux T., Abreu R., SmartBugs: A Framework to Analyze Solidity Smart Contracts, Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering, pp. 1349-1352"
simulation of built-in php features for precise static code analysis,"Dahse J., Holz T., Simulation of built-in PHP features for precise static code analysis, 21st Annual Network and Distributed System Security Symposium, NDSS 2014, (2014)"
vulpecker: an automated vulnerability detection system based on code similarity analysis,"Li Z., Zou D., Xu S., Jin H., Qi H., Hu J., Vulpecker: An automated vulnerability detection system based on code similarity analysis, Proceedings of the 32nd Annual Conference on Computer Security Applications., pp. 201-213, (2016)"
a few billion lines of code later: using static analysis to find bugs in the real world,"Al Bessey K.B., Chelf B., Chou A., Fulton B., Hallem S., Henri-Gros C., Kamsky A., McPeak S., Engler D., A few billion lines of code later: Using static analysis to find bugs in the real world, Communications of the ACM, 53, 2, pp. 66-75, (2010)"
an empirical model to predict security vulnerabilities using code complexity metrics,"Shin Y., Williams L., An empirical model to predict security vulnerabilities using code complexity metrics, Proceedings of the Second ACM-IEEE international symposium on Empirical software engineering and measurement, pp. 315-317, (2008)"
evaluation of static analysis tools for software security,"AlBreiki H.H., Mahmoud Q.H., Evaluation of static analysis tools for software security, 2014 10th International Conference on Innovations in Information Technology (IIT’14), pp. 93-98, (2014)"
addresssanitizer: a fast address sanity checker,"Serebryany K., Bruening D., Potapenko A., Vyukov D., AddressSanitizer: A fast address sanity checker, Proceedings of the 23rd USENIX Annual Technical Conference (USENIX ATC’12), pp. 309-318, (2012)"
bvdetector: a program slice-based binary code vulnerability intelligent detection system,"Tian J., Xing W., Li Z., Bvdetector: a program slice-based binary code vulnerability intelligent detection system, Inf. Softw. Technol., 123, (2020)"
autovas: an automated vulnerability analysis system with a deep learning approach,"Jeon S., Kim H.K., Autovas: an automated vulnerability analysis system with a deep learning approach, Comput. Secur., 106, (2021)"
cobot: static c/c++ bug detection in the presence of incomplete code. in,"Gao Q., Ma S., Shao S., Sui Y., Zhao G., Ma L., Ma X., Duan F., Deng X., Zhang S., Chen X., CoBOT: Static C/C++ Bug Detection in the Presence of Incomplete Code. in, IEEE/ACM 26th International Conference on Program Comprehension (ICPC ?18). IEEE, pp. 385-3853, (2018)"
equipping wap with weapons to detect vulnerabilities: practical experience report,"Medeiros I., Neves N., Correia M., Equipping wap with weapons to detect vulnerabilities: Practical experience report, Proceedings of the 2016 46th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN), pp. 630-637"
software vulnerability discovery via learning multi-domain knowledge bases,"Lin G., Zhang J., Luo W., Pan L., De Vel O., Paul M., Yang X., Software vulnerability discovery via learning multi-domain knowledge bases, IEEE Transactions on Dependable and Secure Computing, 18, 5, pp. 2469-2485, (2019)"
avdhram: automated vulnerability detection based on hierarchical representation and attention mechanism,"An W., Chen L., Wang J., Du G., Shi G., Meng D., AVDHRAM: Automated vulnerability detection based on hierarchical representation and attention mechanism, 2020 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking, ISPA/BDCloud/SocialCom/SustainCom, pp. 337-344, (2020)"
uchecker: automatically detecting php-based unrestricted file upload vulnerabilities,"Huang J., Li Y., Zhang J., Dai R., Uchecker: Automatically detecting PHP-based unrestricted file upload vulnerabilities, 2019 49th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN), pp. 581-592, (2019)"
arf: identifying re-delegation vulnerabilities in android system services,"Gorski S.A., Enck W., Arf: Identifying re-delegation vulnerabilities in android system services, Proc. 12th Conf. Secur. Privacy Wireless Mobile Netw, pp. 151-161, (2019)"
the state of open source vulnerabilities,"The State of Open Source Vulnerabilities, (2021)"
learning to predict vulnerabilities from vulnerability-fixes: a machine translation approach,"Garg A., Degiovanni R., Jimenez M., Cordy M., Papadakis M., Traon Y.L., Learning to predict vulnerabilities from vulnerability-fixes: a machine translation approach, (2020)"
buffer overflows: attacks and defenses for the vulnerability of the decade,"Cowan C., Wagle F., Pu C., Beattie S., Walpole J., Buffer overflows: Attacks and defenses for the vulnerability of the decade, Proceedings DARPA Information Survivability Conference and Exposition (DISCEX’00), 2, pp. 119-129, (2000)"
vyper: vulnerability detection in binary code,"Boudjema E.H., Verlan S., Mokdad L., Faure C., VYPER: Vulnerability detection in binary code, Secur. Priv., 3, 2, (2020)"
