Title,Full Reference
kamiya toshihiro,"Kamiya Toshihiro, Kusumoto Shinji, Inoue Katsuro, Ccfinder: a multilinguistic token-based code clone detection system for large scale source code, IEEE Transactions on Software Engineering, 28, 7, pp. 654-670, (2002)"
cvitkovic milan,"Cvitkovic Milan, Singh Badal, Anandkumar Animashree, Open vocabulary learning on source code with a graph-structured cache, International Conference on Machine Learning, pp. 1475-1485, (2019)"
du xiaoning,""
siow jing kai,""
junit,JUnit
xu r.-g.,"Gupta A., Henzinger T.A., Majumdar R., Rybalchenko A., Xu R.-G., Proving non-termination, Proceedings of the 35th ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages, POPL 2008, pp. 147-158, (2008)"
qu y,""
huang x.-j.,"Wang D., Liu P., Zheng Y., Qiu X., Huang X.-J., Heterogeneous graph neural networks for extractive document summarization, Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pp. 6209-6219, (2020)"
the black box society,"Pasquale F., The Black Box Society, (2015)"
jarvinen h.-m.,"LAHTINEN E., ALA-MUTKA K., JARVINEN H.-M., A study of the difficulties of novice programmers, SIGCSE Bulletin, 37, 3, pp. 14-18, (2005)"
choi m.-j.,"Choi M.-J., Jeong S., Oh H., Choo J., End-to-end prediction of buffer overruns from raw source code via neural memory networks, IJCAI, pp. 1546-1553, (2017)"
wang wenhan,"Wang Wenhan, Li Ge, Ma Bo, Xia Xin, Jin Zhi, Detecting code clones with graph neural network and flow-augmented abstract syntax tree, 2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER), pp. 261-271, (2020)"
he kaiming,"He Kaiming, Zhang Xiangyu, Ren Shaoqing, Sun Jian, Deep residual learning for image recognition, Proceedings of the IEEE conference on computer vision and pattern recognition, pp. 770-778, (2016)"
xue z.b.-b.-c.,"Lv J., Du J., Zhou N., Xue Z.B.-B.-C., pp. 157-164, (2020)"
karampatsis r.-m.,""
sridhara giriprasad,"Sridhara Giriprasad, Hill Emily, Muppaneni Divya, Pollock Lori, Vijay-Shanker K, Towards automatically generating summary comments for java methods, Proceedings of the IEEE/ACM international conference on Automated software engineering, pp. 43-52, (2010)"
pierce benjamin c,"Pierce Benjamin C, Turner David N, Local type inference, ACM Transactions on Programming Languages and Systems (TOPLAS), 22, 1, pp. 1-44, (2000)"
shyu m.-l.,"Pouyanfar S., Sadiq S., Yan Y., Tian H., Tao Y., Reyes M.P., Shyu M.-L., Chen S.-C., Iyengar S.S., A survey on deep learning: Algorithms, techniques, and applications, ACM Computing Surveys (CSUR), 51, 5, pp. 1-36, (2018)"
zugner daniel,"Zugner Daniel, Kirschstein Tobias, Catasta Michele, Leskovec Jure, Gunnemann Stephan, Language-agnostic representation learning of source code from structure and context, ICLR 2021, (2021)"
beck daniel,"Beck Daniel, Haffari Gholamreza, Cohn Trevor, Graph-to-sequence learning using gated graph neural networks, (2018)"
papineni kishore,"Papineni Kishore, Roukos Salim, Ward Todd, Zhu Wei-Jing, Bleu: a method for automatic evaluation of machine translation, Proceedings of the 40th Annual Meeting of the Association for Computational Linguistics, pp. 311-318, (2002)"
lin c.-y.,""
wu h.-h.,""
moreno laura,"Haiduc Sonia, Aponte Jairo, Moreno Laura, Marcus Andrian, On the use of automated text summarization techniques for summarizing source code, 2010 17th Working Conference on Reverse Engineering, pp. 35-44, (2010)"
chen t.-h.,""
leclair alexander,""
choi yunseok,"Choi YunSeok, Bak JinYeong, Na CheolWon, Lee Jee-Hyong, Learning sequential and structural information for source code summarization, Findings of the Association for Computational Linguistics: ACL/IJCNLP 2021, pp. 2842-2851, (2021)"
svajlenko jeffrey,""
log4j,"Log4j, (2021)"
dauphin yann,"Dauphin Yann, Tur Gokhan, Hakkani-Tur Dilek Z., Heck Larry P., Zero-shot learning for semantic utterance classification, ICLR, (2013)"
taha walid,"Siek Jeremy G., Taha Walid, Gradual typing for objects, ECOOP, (2007)"
deza m.-m.,"Deza E., Deza M.-M., Chapter 17 - distances and similarities in data analysis, Dictionary of Distances, pp. 217-229, (2006)"
sard,""
bengio yoshua,""
rodeghero paige,"Rodeghero Paige, McMillan Collin, McBurney Paul W, Bosch Nigel, D'Mello Sidney, Improving automated source code summarization via an eye-tracking study of programmers, Proceedings of the 36th international conference on Software engineering, pp. 390-401, (2014)"
bird steven,"Bird Steven, NLTK: the natural language toolkit, ACL 2006, 21st International Conference on Computational Linguistics and 44th Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference, pp. 69-72, (2006)"
netty,Netty
li guohao,"Li Guohao, Muller Matthias, Thabet Ali K., Ghanem Bernard, Deepgcns: Can gcns go as deep as cnns?, 2019 IEEE/CVF International Conference on Computer Vision, ICCV 2019, pp. 9266-9275, (2019)"
ye wei,"Ye Wei, Xie Rui, Zhang Jinglei, Hu Tianxiang, Wang Xiaoyin, Zhang Shikun, Leveraging code generation to improve code retrieval and summarization via dual learning, Proceedings of The Web Conference 2020, pp. 2309-2319, (2020)"
lin t.-y.,"Lin T.-Y., Goyal P., Girshick R., He K., Dollar P., Focal loss for dense object detection, Proceedings of the IEEE international conference on computer vision, pp. 2980-2988, (2017)"
chang kenton m.-w.,"Devlin J., Chang Kenton M.-W., Kristina Toutanova L., BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding, NAACL, (2019)"
facebook infer,"Facebook Infer, (2022)"
hsiao c.-h.,"Hsiao C.-H., Cafarella M., Narayanasamy S., Using web corpus statistics for program analysis, SIGPLAN Not., 49, 10, pp. 49-65, (2014)"
iyer srinivasan,""
o'shea j.,"Li Y., McLean D., Bandar Z., O'Shea J., Crockett K.A., Sentence similarity based on semantic nets and corpus statistics, IEEE Trans. Knowl. Data Eng., 18, 8, pp. 1138-1150, (2006)"
nguyen v.-a.,"Nguyen V.-A., Nguyen D.Q., Nguyen V., Le T., Tran Q.H., Phung D., ReGVD: Revisiting graph neural networks for vulnerability detection, 2022 IEEE/ACM 44th International Conference on Software Engineering: Companion Proceedings, ICSE-Companion, pp. 178-182, (2022)"
mitre,"Mitre, Cve Details, (2021)"
towards a lightweight,"Melicher W., Fung C., Bauer L., Towards a lightweight, hybrid approach for detecting dom xss vulnerabilities with machine learning, pp. 2684-2695, (2021)"
wang yanlin,""
raychev veselin,""
schleif f.-m.,"GISBRECHT A., SCHLEIF F.-M., Metric and non-metric proximity transformations at linear costs, Neurocomputing, 167, pp. 643-657, (2015)"
wei huihui,"Wei Huihui, Li Ming, Supervised deep features for software functional clone detection by exploiting lexical and syntactical information in source code, IJCAI 2017, (2017)"
devlin jacob,"Devlin Jacob, Chang Ming-Wei, Lee Kenton, Toutanova Kristina, BERT: pre-training of deep bidirectional transformers for language understanding, Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pp. 4171-4186, (2019)"
jedit,JEdit
ye xin,""
qemu,"Anon U., QEMU, (2022)"
le t.-d.b.,""
jakobs m.-c.,"Czech M., Hullermeier E., Jakobs M.-C., Wehrheim H., Predicting rankings of software verification tools, SWAN@ESEC/SIGSOFT FSE, pp. 23-26, (2017)"
rayhanur rahman md.,"Chandra Das D., Rayhanur Rahman Md., Security and performance bug reports identification with class-imbalance sampling and feature selection, 2018 Joint 7th International Conference on Informatics, Electronics Vision (ICIEV) and 2018 2nd International Conference on Imaging, Vision Pattern Recognition (IcIVPR), pp. 316-321, (2018)"
openrefine,OpenRefine
glance,"GLANCE, (2023)"
choi s.-h.,"Kim K.-M., Choi S.-H., Kim J.-H., Zhang B.-T., Multimodal dual attention memory for video story question answering, Proceedings of the European Conference on Computer Vision (ECCV), pp. 673-688, (2018)"
pytorch: an imperative style,"Paszke A., Et al., Pytorch: An imperative style, high-performance deep learning library, Advances in Neural Information Processing Systems, 32, (2019)"
wang s.-h.,"Li Y., Wang S.-H., Nguyen T.N., Van Nguyen S., Improving bug detection via context-based code representation learning and attention-based neural networks, Proc. ACM Program. Lang., 3, (2019)"
lee y.-c.,"Sharma K., Lee Y.-C., Nambi S., Salian A., Shah S., Kim S.-W., Kumar S., A Survey of Graph Neural Networks for Social Recommender Systems, (2022)"
su f.-h.,"Su F.-H., Bell J., Harvey K., Sethumadhavan S., Kaiser G., Jebara T., Code Relatives: Detecting similarly behaving software, Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering (FSE 2016), pp. 702-714, (2016)"
matsumoto k.-i.,""
libgdx,Libgdx
wang mingzhe,"Wang Mingzhe, Tang Yihe, Wang Jian, Deng Jia, Premise selection for theorem proving by deep graph embedding, Advances in Neural Information Processing Systems, pp. 2786-2796, (2017)"
yu zeping,"Yu Zeping, Zheng Wenxin, Wang Jiaqi, Tang Qiyi, Nie Sen, Wu Shi, Codecmr: Cross-modal retrieval for function-level binary source code matching, NeurIPS 2020, (2020)"
raffel colin,"Raffel Colin, Shazeer Noam, Roberts Adam, Lee Katherine, Narang Sharan, Matena Michael, Zhou Yanqi, Li Wei, Liu Peter J., Exploring the limits of transfer learning with a unified text-to-text transformer, Journal of Machine Learning Research, 21, 140, pp. 1-67, (2020)"
bezemer c.-p.,"Kamienski A.V., Palechor L., Bezemer C.-P., Hindle A., PySStuBs: Characterizing single-statement bugs in popular open-source python projects, Mining Software Repositories. IEEE, pp. 520-524, (2021)"
gehring jonas,"Gehring Jonas, Auli Michael, Grangier David, Yarats Denis, Dauphin Yann N., Convolutional sequence to sequence learning, Proceedings of the 34th International Conference on Machine Learning, volume 70 of Proceedings of Machine Learning Research, pp. 1243-1252, (2017)"
eriguchi akiko,"Eriguchi Akiko, Hashimoto Kazuma, Tsuruoka Yoshimasa, Tree-to-sequence attentional neural machine translation, Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics, pp. 823-833, (2016)"
black a.p,"Murphy-Hill E.R., Parnin C., Black A.P, How we refactor, and how we know it, Proceedings of the 31st International Conference on Software Engineering, pp. 287-297, (2009)"
astextractor,"Diamantopoulos T., Astextractor, v0, (2020)"
gupta rahul,"Gupta Rahul, Kanade Aditya, Shevade Shirish K., Neural attribution for semantic bug-localization in student programs, Advances in Neural Information Processing Systems, 32, pp. 11861-11871, (2019)"
xie xiaofei,""
jgrapht,Jgrapht
sun f.-y.,"Sun F.-Y., Hoffmann J., Verma V., Tang J., Infograph: Unsupervised and semi-supervised graph-level representation learning via mutual information maximization, ICLR, (2020)"
chatgpt,"OpenAI M., ChatGPT, (2023)"
sant'anna m.,""
2,""
richard g.-l.,"Pendleton M., Richard G.-L., Cho J.-H., Xu S., A survey on systems security metrics, ACM Computing Surveys (CSUR), 49, 4, pp. 1-35, (2016)"
banerjee satanjeev,"Banerjee Satanjeev, Lavie Alon, Meteor: An automatic metric for mt evaluation with improved correlation with human judgments, Proceedings of the acl workshop on intrinsic and extrinsic evaluation measures for machine translation and/or summarization, pp. 65-72, (2005)"
gao zheng,"Gao Zheng, Bird Christian, Barr Earl T., To type or not to type: Quantifying detectable bugs in javascript, Proceedings of the 39th International Conference on Software Engineering, ICSE'17, pp. 758-769, (2017)"
li y.-f.,""
jdk8,"JDK8, (2021)"
kim meen chul,"Park Thomas H., Kim Meen Chul, Chhabra Sukrit, Lee Brian, Forte Andrea, Reading hierarchies in code: Assessment of a basic computational skill, ITiCSE 2016, pp. 302-307, (2016)"
nguyen t.-t.,""
gu xiaodong,"Gu Xiaodong, Zhang Hongyu, Kim Sunghun, Deep code search, 2018 IEEE/ACM 40th International Conference on Software Engineering (ICSE), pp. 933-944, (2018)"
wen s.-f.,"Wen S.-F., Kianpour M., Kowalski S., An Empirical Study Of Security Culture In Open Source Software Communities, 2019 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM), pp. 863-870, (2019)"
bird christian,""
zhao lingxiao,"Zhao Lingxiao, Akoglu Leman, Pairnorm: Tackling oversmoothing in gnns, (2019)"
froyo-email,"Froyo-email, (2021)"
wang s,""
d'ambros m.,""
poshyvanyk denys,"Poshyvanyk Denys, Gueheneuc Yann-Gael, Marcus Andrian, Antoniol Giuliano, Rajlich Vaclav, Feature location using probabilistic ranking of methods based on execution scenarios and information retrieval, IEEE Transactions on Software Engineering, 33, 6, pp. 420-432, (2007)"
ciborowska agnieszka,"Ciborowska Agnieszka, Damevski Kostadin, Fast changeset-based bug localization with BERT, 44th IEEE/ACM International Conference on Software Engineering, pp. 946-957, (2022)"
galaxy,"Galaxy, (2021)"
zhu ziye,"Zhu Ziye, Li Yun, Tong Hanghang, Wang Yu, COOBA: Cross-project bug localization via adversarial transfer learning, Proceedings of the Twenty-Ninth International Joint Conference on Artificial Intelligence, pp. 3565-3571, (2020)"
qi g.-j.,"Wang X., Qi G.-J., Contrastive learning with stronger augmentations, (2021)"
svyatkovskiy alexey,""
shi ensheng,"Shi Ensheng, Wang Yanlin, Du Lun, Chen Junjie, Han Shi, Zhang Hongyu, Zhang Dongmei, Sun Hongbin, Neural code summarization: How far are we?, CoRR, (2021)"
ren xiang,"Ren Xiang, He Wenqi, Qu Meng, Voss Clare R, Ji Heng, Han Jiawei, Label noise reduction in entity typing by heterogeneous partial-label embedding, Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, pp. 1825-1834, (2016)"
yang shouliang,"Yang Shouliang, Cao Junming, Zeng Hushuang, Shen Beijun, Zhong Hao, Locating faulty methods with a mixed RNN and attention model, 29th IEEE/ACM International Conference on Program Comprehension, pp. 207-218, (2021)"
xu kun,""
welling max,""
mou l.-l.,"Mou L.-L., Li G., Zhang L., Wang T., Jin Z., Convolutional neural networks over tree structures for programming language processing, Proceedings of the AAAI Conference on Artificial Intelligence, 30, 1, (2016)"
jean sebastien,"Jean Sebastien, Cho KyungHyun, Memisevic Roland, Bengio Yoshua, On using very large target vocabulary for neural machine translation, ACL 2015, (2015)"
open hospital,Open Hospital
pytorch profiler,"Maxim L., Hua G., Geeta C., Gisle D., Pytorch Profiler, (2021)"
optimal transport. grundlehren der mathematischenwissenschaften,"Villani C., Optimal Transport. Grundlehren Der MathematischenWissenschaften, The Analysis of Linear Partial Differential Operators, (2009)"
pmd applied,"Copeland T., PMD Applied, (2005)"
gay gregory,"Gay Gregory, Haiduc Sonia, Marcus Andrian, Menzies Tim, On the use of relevance feedback in ir-based concept location, IEEE International Conference on Software Maintenance, pp. 351-360, (2009)"
scarselli franco,""
eshel yotam,"Eshel Yotam, Cohen Noam, Radinsky Kira, Markovitch Shaul, Yamada Ikuya, Levy Omer, Named entity disambiguation for noisy text, CoNLL, (2017)"
pytorch,""
jing x.-y.,"Jing X.-Y., Ying S., Zhang Z.-W., Wu S.-S., Liu J., Dictionary learning based software defect prediction, Proc. 36th Int. Conf. Softw. Eng., pp. 414-423, (2014)"
d'elia d.c.,"Baldoni R., Coppa E., D'Elia D.C., Demetrescu C., Finocchi I., A survey of symbolic execution techniques, ACM Computing Survey, 51, 3, pp. 501-5039, (2018)"
velivckovi'c p.,"Bronstein M.M., Bruna J., Cohen T., Velivckovi'C P., Geometric deep learning: Grids, groups, graphs, geodesics, And Gauges, (2021)"
iso/iec 29147,"ISO/IEC 29147, (2018)"
flintplusplus,FlintPlusPlus
wolf thomas,"Wolf Thomas, Debut Lysandre, Sanh Victor, Chaumond Julien, Delangue Clement, Moi Anthony, Cistac Pierric, Rault Tim, Louf Remi, Funtowicz Morgan, Davison Joe, Shleifer Sam, von Platen Patrick, Ma Clara, Jernite Yacine, Plu Julien, Xu Canwen, Le Scao Teven, Gugger Sylvain, Drame Mariama, Lhoest Quentin, Rush Alexander M., Transformers: State-of-the-art natural language processing, Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations, pp. 38-45, (2020)"
include,""
the isabelle enigma,"Zarathustra A.G., Jakubuv J., Kaliszyk C., Olsak M., Piepenbrock J., Urban J., The isabelle ENIGMA, 13th International Conference on Interactive Theorem Proving, ITP 2022 volume 237 of LIPIcs, pp. 161-1621, (2022)"
hamilton will,"Hamilton William L., Ying Zhitao, Leskovec Jure, Inductive representation learning on large graphs, Advances in Neural Information Processing Systems 30: Annual Conference on Neural Information Processing Systems 2017, pp. 1024-1034, (2017)"
state of the octoverse,"State of the Octoverse, (2021)"
mémoire sur les élections au scrutin,"de Borda J.C., Mémoire sur les élections au scrutin, Mémoire de l’Académie Royale, Histoire De lÁcademie Royale Des Sciences, pp. 657-665, (1781)"
yu yijun,"Bui Nghi D. Q., Yu Yijun, Jiang Lingxiao, Infercode: Self-supervised learning of code representations by predicting subtrees, ICSE 2021, (2021)"
sennrich rico,"Sennrich Rico, Haddow Barry, Birch Alexandra, Neural machine translation of rare words with subword units, (2015)"
storey m.-a.,""
shido yusuke,"Shido Yusuke, Kobayashi Yasuaki, Yamamoto Akihiro, Miyamoto Atsushi, Matsumura Tadayuki, Automatic source code summarization with extended tree-lstm, 2019 International Joint Conference on Neural Networks (IJCNN), pp. 1-8, (2019)"
nallapati ramesh,"Gulcehre Caglar, Ahn Sungjin, Nallapati Ramesh, Zhou Bowen, Bengio Yoshua, Pointing the unknown words, Proceedings of the ACL, (2016)"
o'boyle m.,""
sutton charles,""
kroening,""
products of normal,"Gaunt R.E., Products of normal, beta and gamma random variables: Stein operators and distributional theory, Brazilian J. Probab. Stat., 32, 2, pp. 437-466, (2018)"
antlr,""
li y.-j.,"Li Y.-J., Tarlow D., Brockschmidt M., Zemel R., Gated Graph Sequence Neural Networks, (2015)"
ryu d,"Ryu D, Jang J I, Baik J, Et al., A Hybrid Instance Selection Using Nearest-Neighbor for Cross-Project Defect Prediction[J], Journal of Computer Science & Technology, 30, pp. 969-980, (2015)"
wang yaojing,"Wang Yaojing, Yao Yuan, Tong Hanghang, Huo Xuan, Li Ming, Xu Feng, Lu Jian, Bug localization via supervised topic modeling, 18th IEEE International Conference on Data Mining, pp. 607-616, (2018)"
o'reilly u.,""
wu x.-m.,""
gönter obiltschnig,"Gönter Obiltschnig, 2021"
zhou jian,"Zhou Jian, Zhang Hong-Yu, Lo David, Where should the bugs be fixed? more accurate information retrieval-based bug localization based on bug reports, 34th International Conference on Software Engineering, pp. 14-24, (2012)"
lease matthew,"Saha Ripon K., Lease Matthew, Khurshid Sarfraz, Perry Dewayne E., Improving bug localization using structured information retrieval, 28th IEEE/ACM International Conference on Automated Software Engineering, pp. 345-355, (2013)"
chung benjamin,"Chung Benjamin, Li Paley, Nardelli Francesco Zappa, Vitek Jan, Kafka: Gradual typing for objects, ECOOP 2018-2018 European Conference on Object-Oriented Programming, (2018)"
alon uri,""
karampatsis rafael-michael,"Karampatsis Rafael-Michael, Babii Hlib, Robbes Romain, Sutton Charles, Janes Andrea, Big code!= big vocabulary: Open-vocabulary models for source code, 2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE), pp. 1073-1085, (2020)"
pytorch geometric documentation,"Fey M., Pytorch Geometric Documentation"
flawfnder. flawfnder,Flawfnder. Flawfnder
o'hearn p.,""
jeong w.-k.,"Quan T.M., Hildebrand D.G.C., Jeong W.-K., Fusionnet: A deep fully residual convolutional neural network for image segmentation in connectomics, Frontiers in Computer Science, (2021)"
maaten der l.van.,"Maaten Der L.Van., Hinton G., Visualizing data using t-sne, J. Mach. Learn. Res, 9, pp. 2579-2605, (2008)"
xiao y.-a.,"Zhu Q., Sun Z., Xiao Y.-A., Zhang W., Yuan K., Xiong Y., Zhang L., A syntax-guided edit decoder for neural program repair, Foundations of Software Engineering. ACM, pp. 341-353, (2021)"
zhu jie,"Zhu Jie, Li Junhui, Zhu Muhua, Qian Longhua, Zhang Min, Zhou Guodong, Modeling graph structure in transformer for better amr-to-text generation, (2019)"
ma lei,""
lee c.-c.,"Lee C.-C., Chung P.-C., Tsai J.-R., Chang C.-I., Robust radial basis function neural networks, IEEE Transactions on Systems, 29, 6, (1999)"
seifert j.-p.,"Unruh T., Shastry B., Skoruppa M., Maggi F., Rieck K., Seifert J.-P., Yamaguchi F., Leveraging flawed tutorials for seeding large-scale web vulnerability discovery, Proc. 11th Usenix Workshop Offensive Technol. (WOOT), (2017)"
yu hao,"Yu Hao, Lam Wing, Chen Long, Li Ge, Xie Tao, Wang Qianxiang, Neural detection of semantic code clones via tree-based convolution, ICPC 2019, (2019)"
tai kai sheng,"Tai Kai Sheng, Socher Richard, Manning Christopher D., Improved semantic representations from tree-structured long short-term memory networks, Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing of the Asian Federation of Natural Language Processing, ACL 2015, pp. 1556-1566, (2015)"
kolikant y. b.-d.,"MCCRACKEN M., ALMSTRUM V., DIAZ D., GUZDIAL M., HAGAN D., KOLIKANT Y. B.-D., LAXER C., THOMAS L., UTTING I., WILUSZ T., A multi-national, multi-institutional study of assessment of programming skills of first-year CS students, Working Group Reports from ITiCSE on Innovation and Technology in Computer Science Education, pp. 125-180, (2001)"
fey matthias,""
liu y.-c.,"Tomassi D.A., Dmeiri N., Wang Y., Bhowmick A., Liu Y.-C., Devanbu P.T., Vasilescu B., Rubio-Gonzalez C., Bugswarm: Mining and continuously growing a dataset of reproducible failures and fixes, 2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE)., pp. 339-349, (2019)"
lee j.-h.,""
haiduc sonia,"Haiduc Sonia, Aponte Jairo, Marcus Andrian, Supporting program comprehension with source code summarization, 2010 acm/ieee 32nd international conference on software engineering, 2, pp. 223-226, (2010)"
peter chen t.-h.,""
hanenberg stefan,"Hanenberg Stefan, Kleinschmager Sebastian, Robbes Romain, Tanter Eric, Stefik Andreas, An empirical study on the impact of static typing on software maintainability, Empirical Software Engineering, 19, pp. 1335-1382, (2013)"
luong m.-t.,""
automl.,"Automl., (2022)"
flawfinder.,Flawfinder.
clark kevin,"Clark Kevin, Luong Minh-Thang, Le Quoc V., Manning Christopher D., ELECTRA: pre-training text encoders as discriminators rather than generators, 8th International Conference on Learning Representations, ICLR 2020, (2020)"
ahmad wasi uddin,""
tran hieu,"Phan Long N., Tran Hieu, Le Daniel, Nguyen Hieu, Anibal James T., Peltekian Alec, Ye Yanfang, Cotext: Multi-task learning with code-text transformer, CoRR, (2021)"
d'arcy j.,"Cram W.A., Proudfoot J.G., D'Arcy J., When Enough Is Enough: Investigating The Antecedents And Consequences Of Information Security Fatigue, Information Systems Journal, 31, 4, pp. 521-549, (2021)"
shibata yusuxke,"Shibata Yusuxke, Kida Takuya, Fukamachi Shuichi, Takeda Masayuki, Shinohara Ayumi, Shinohara Takeshi, Arikawa Setsuo, Byte pair encoding: A text compression scheme that accelerates pattern matching, (1999)"
gueheneuc y.-g.,""
lin chin-yew,""
mibench: a free,"Guthaus M.R., Ringenberg J.S., Ernst D., Austin T.M., Mudge T., Brown R.B., Mibench: A free, commercially representative embedded benchmark suite, Proceedings of the Fourth Annual IEEE International Workshop on Workload Characterization. WWC-4 (Cat. No. 01EX538). IEEE, pp. 3-14, (2001)"
get to the point,""
peters f,""
neculoiu paul,"Neculoiu Paul, Versteegh Maarten, Rotaru Mihai, Learning text similarity with siamese recurrent networks, Proceedings of the 1st Workshop on Representation Learning for NLP, Rep4NLP@ACL 2016, (2016)"
lgtm,"LGTM, Semmle, (2019)"
cai k.-y.,"Xiao G., Zheng Z., Yin B., Trivedi K.S., Du X., Cai K.-Y., An empirical study of fault triggers in the linux operating system: An evolutionary perspective, IEEE Trans. Reliab., 68, 4, pp. 1356-1383, (2019)"
velickovic petar,"Velickovic Petar, Cucurull Guillem, Casanova Arantxa, Romero Adriana, Lio Pietro, Bengio Yoshua, Graph Attention Networks, International Conference on Learning Representations, (2018)"
tang d.-y.,"Feng Z., Guo D., Tang D.-Y., Duan N., Feng X.-C., Gong M., Shou L.-J., Qin B., Liu T., Jiang D., Et al., CodeBERT: A pre-trained model for programming and natural languages, In Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: Findings, pp. 1536-1547, (2020)"
lu shuai,""
joern,"joern, (2022)"
chen h.-y.,"Chen H.-Y., David C., Kroening D., Schrammel P., Wachter B., Bit-Precise Procedure-Modular Termination Analysis, ACM Trans. Program. Lang. Syst, 40, 1, pp. 11-138, (2018)"
fast downward stone soup,"Helmert M., Roger G., Seipp J., Karpas E., Hoffmann J., Keyder E., Nissim R., Richter S., Westphal M., Fast Downward Stone Soup, pp. 28-35, (2011)"
jiang zhengbao,""
lachaux m.-a.,""
feng zhangyin,""
a simple,""
chen deli,"Chen Deli, Lin Yankai, Li Wei, Li Peng, Zhou Jie, Sun Xu, Measuring and relieving the oversmoothing problem for graph neural networks from the topological view, AAAI, pp. 3438-3445, (2020)"
