Title,Full Reference
identifying linux bug fixing patches,"Tian Y., Lawall J., Lo D., Identifying linux bug fixing patches, 2012 34th International Conference on Software Engineering (ICSE), pp. 386-396, (2012)"
pdiff: semanticbased patch presence testing for downstream kernels,"Jiang Z., Zhang Y., Xu J., Wen Q., Wang Z., Zhang X., Xing X., Yang M., Yang Z., PDiff: Semanticbased patch presence testing for downstream kernels, Proceedings of the 2020 Acm Sigsac Conference on Computer and Communications Security, Ccs '20, pp. 1149-1163, (2020)"
identifying test-suite-overfitted patches through test case generation,"Xin Q., Reiss S.P., Identifying test-suite-overfitted patches through test case generation, Proceedings of the 26th ACM SIGSOFT International Symposium on Software Testing and Analysis. ACM, pp. 226-236, (2017)"
patch based vulnerability matching for binary programs,"Xu Y., Xu Z., Chen B., Song F., Liu Y., Liu T., Patch based vulnerability matching for binary programs, ISSTA ’20: 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, Virtual Event, USA, July 18-22, 2020, pp. 376-387, (2020)"
automatic patch generation by learning correct code,"Long F., Rinard M., Automatic patch generation by learning correct code, Proceedings of the 43rd Annual ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages., pp. 298-312, (2016)"
alleviating patch overfitting with automatic test generation: a study of feasibility and effectiveness for the nopol repair system,"Yu Z., Martinez M., Danglot B., Durieux T., Monperrus M., Alleviating patch overfitting with automatic test generation: A study of feasibility and effectiveness for the Nopol repair system, Empirical Software Engineering, 24, 1, pp. 33-67, (2019)"
spain: security patch analysis for binaries towards understanding the pain and pills,"Xu Z., Chen B., Chandramohan M., Liu Y., Song F., SPAIN: Security patch analysis for binaries towards understanding the pain and pills, 2017 IEEE/ACM 39th International Conference on Software Engineering (ICSE), pp. 462-472, (2017)"
on reliability of patch correctness assessment,"Xuan-Bach D.L., Bao L., Lo D., Xia X., Li S., Pasareanu C., On reliability of patch correctness assessment, Proceedings of the 41st International Conference on Software Engineering, pp. 524-535, (2019)"
a closer look at real-world patches,"Liu K., Kim D., Koyuncu A., Li L., Bissyande T.F., Le Traon Y., A closer look at real-world patches, Proceedings of the 34th International Conference on Software Maintenance and Evolution, pp. 275-286, (2018)"
exploring the differences between plausible and correct patches at fine-grained level,"Yang B., Yang J., Exploring the differences between plausible and correct patches at fine-grained level, Proceedings of the 2nd International Workshop on Intelligent Bug Fixing IEEE, pp. 1-8, (2020)"
