Title,Full Reference
kgat: knowledge graph attention network for recommendation,"Wang X., He X., Cao Y., Liu M., Chua T.S., KGAT: Knowledge graph attention network for recommendation, Proceedings of the 25Th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining, pp. 950-958, (2019)"
a deep-learning-based bug priority prediction using rnn-lstm neural networks,"Bani-Salameh H., Sallam M., A deep-learning-based bug priority prediction using RNN-LSTM neural networks, e-Informatica Softw. Eng. J., 15, 1, (2021)"
adapting distilled knowledge for few-shot relation reasoning over knowledge graphs,"Zhang Y., Qian Y., Ye Y., Zhang C., Adapting Distilled Knowledge for Few-shot Relation Reasoning over Knowledge Graphs, SDM, (2022)"
a generalization of transformer networks to graphs,"Dwivedi V.P., Bresson X., A Generalization of Transformer Networks to Graphs, (2020)"
simgnn: a neural network approach to fast graph similarity computation,"Bai Y., Ding H., Bian S., Chen T., Sun Y., Wang W., SimGNN: A Neural Network Approach to Fast Graph Similarity Computation, Proceedings of the Twelfth Acm International Conference OnWeb Search and Data Mining (WSDM '19)., pp. 384-392, (2019)"
strategies for pre-training graph neural networks,"Hu W., Et al., Strategies for Pre-Training Graph Neural Networks, (2020)"
modeling relational data with graph convolutional networks,"Schlichtkrull M.S., Kipf T.N., Bloem P., Van Den Berg R., Titov I., Welling M., Modeling relational data with graph convolutional networks, The Semantic Web-15th International Conference, ESWC 2018 volume 10843 of Lecture Notes in Computer Science, pp. 593-607, (2018)"
adaptive test selection for deep neural networks,"Gao X., Feng Y., Yin Y., Liu Z., Chen Z., Baowen X., Adaptive test selection for deep neural networks, ICSE, pp. 73-85, (2022)"
how attentive are graph attention networks?,"Brody S., Alon U., Yahav E., How attentive are graph attention networks?, (2021)"
highway networks,"Kumar Srivastava R., Greff K., Schmidhuber J., Highway Networks, (2015)"
know more say less: image captioning based on scene graphs,"Li X., Jiang S., Know more say less: Image captioning based on scene graphs, IEEE Transactions on Multimedia, 21, 8, pp. 2117-2130, (2019)"
reducing the state space of programming problems through data-driven feature detection,"ZHI R., PRICE T. W., LYTLE N., DONG Y., BARNES T., Reducing the state space of programming problems through data-driven feature detection, Proceedings of the second Educational Data Mining in Computer Science Education Workshop, (2018)"
dynamic routing between capsules,"Sabour S., Frosst N., Hinton G.E., Dynamic routing between capsules, Proceedings of the 31st International Conference on Neural Information Processing Systems, pp. 3859-3869, (2017)"
directed hypergraphs and applications,"Gallo G., Longo G., Pallottino S., Directed hypergraphs and applications, Discret. Appl. Math, 42, pp. 177-201, (1993)"
semi-supervised user geolocation via graph convolutional networks,"Rahimi A., Cohn T., Baldwin T., Semi-supervised user geolocation via graph convolutional networks, Proc. Acl, pp. 2009-2019, (2018)"
the link-prediction problem for social networks,"Liben-Nowell D., Kleinberg J., The link-prediction problem for social networks, J. Am. Soc. Inf. Sci. Technol., 58, 7, pp. 1019-1031, (2007)"
an end-to-end trainable neural network for image-based sequence recognition and its application to scene text recognition,"Shi B., Bai X., Yao C., An end-to-end trainable neural network for image-based sequence recognition and its application to scene text recognition, IEEE transactions on pattern analysis and machine intelligence, 39, 11, pp. 2298-2304, (2016)"
long short-term memory recurrent neural network architectures for large scale acoustic modeling,"Sak H., Senior A., Beaufays F., Long short-term memory recurrent neural network architectures for large scale acoustic modeling, Fifteenth Annual Conference of the International Speech Communication Association, (2014)"
semisupervised graph classification: a hierarchical graph perspective,"Li J., Rong Y., Cheng H., Meng H., Huang W., Huang J., Semisupervised graph classification: A hierarchical graph perspective, The World Wide Web Conference (WWW), (2019)"
graphs and hypergraphs,"Berge C., Graphs and hypergraphs, (1973)"
convolutional set matching for graph similarity,"Bai Y., Ding H., Sun Y., Wang W., Convolutional Set Matching for Graph Similarity, (2018)"
inductive graph representation learning with recurrent graph neural networks.,"Huang B., Carley K.M., Inductive Graph Representation Learning with Recurrent Graph Neural Networks., (2019)"
on the difficulty of training recurrent neural networks,"Pascanu R., Mikolov T., Bengio Y., On the difficulty of training recurrent neural networks, International Conference on Machine Learning, pp. 1310-1318, (2013)"
graph-based,"Yasunaga M., Liang P., Graph-based, self-supervised program repair from diagnostic feedback, ICML 2020 volume 119 of Proceedings of Machine Learning Research, pp. 10799-10808, (2020)"
are deep neural networks the best choice for modeling source code?,"Hellendoorn V.J., Devanbu P., Are deep neural networks the best choice for modeling source code?, Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering, pp. 763-773, (2017)"
lightgcn: simplifying and powering graph convolution network for recommendation,"He X., Deng K., Wang X., Li Y., Zhang Y., Wang M., LightGCN: Simplifying and powering graph convolution network for recommendation, Proceedings of the 43Rd International ACM SIGIR Conference on Research and Development in Information Retrieval, pp. 639-648, (2020)"
cross-lingual knowledge graph alignment via graph matching neural network,"Xu K., Wang L., Yu M., Feng Y., Song Y., Wang Z., Yu D., Cross-lingual Knowledge Graph Alignment Via Graph Matching Neural Network, (2019)"
position-aware graph neural networks,"You Jiaxuan, Ying Rex, Leskovec Jure, Position-aware graph neural networks, Proceedings of the 36th International Conference on Machine Learning, volume 97 of Proceedings of Machine Learning Research, pp. 7134-7143, (2019)"
multimodal representation for neural code search,"Gu J., Chen Z., Monperrus M., Multimodal representation for neural code search, International Conference on Software Maintenance and Evolution. IEEE, pp. 483-494, (2021)"
fully convolutional networks for semantic segmentation,"Long J., Shelhamer E., Darrell T., Fully convolutional networks for semantic segmentation, Proceedings of the IEEE conference on computer vision and pattern recognition, pp. 3431-3440, (2015)"
bilateral dependency neural networks for cross-language algorithm classification,"Bui N.D.Q., Yu Y., Jiang L., Bilateral dependency neural networks for cross-language algorithm classification, 2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER). IEEE, pp. 422-433, (2019)"
kcrec: knowledge-aware representation graph convolutional network for recommendation,"Zhang L., Kang Z., Sun X., Sun H., Zhang B., Pu D., KCRec: Knowledge-aware representation graph convolutional network for recommendation, Knowl.-Based Syst., 230, (2021)"
dropout: a simple way to prevent neural networks fromoverfitting,"Srivastava N., Hinton G., Krizhevsky A., Sutskever I., Salakhutdinov R., Dropout: A Simple Way to Prevent Neural Networks fromOverfitting, J. Mach. Learn. Res, 15, pp. 1929-1958, (2014)"
cnn-fl: an effective approach for localizing faults using convolutional neural networks,"Zhang Z., Lei Y., Mao X., Li P., CNN-FL: An effective approach for localizing faults using convolutional neural networks, IEEE 26Th International Conference on Software Analysis, Evolution and Reengineering (SANER), pp. 445-455, (2019)"
graph-to-sequence learning using gated graph neural networks[j],"Beck D., Haffari G., Cohn T., Graph-to-sequence learning using gated graph neural networks[J], (2018)"
fractalnet: ultra-deep neural networks without residuals.,"Larsson G., Maire M., Shakhnarovich G., Fractalnet: Ultra-deep Neural Networks Without Residuals., (2016)"
deconvolutional networks on graph data,"Li J., Li J., Liu Y., Yu J., Li Y., Cheng H., Deconvolutional networks on graph data, Advances in Neural Information Processing Systems, (2021)"
a unified framework to learn program semantics with graph neural networks,"Liu S., A Unified Framework to Learn Program Semantics with Graph Neural Networks, 2020 35th IEEE/ACM International Conference on Automated Software Engineering (ASE, (2020)"
effective prediction of bug-fixing priority via weighted graph convolutional networks[j],"Fang S., Tan Y., Zhang T., Et al., Effective prediction of bug-fixing priority via weighted graph convolutional networks[J], IEEE Trans. Reliab., 70, 2, pp. 563-574, (2021)"
on the bottleneck of graph neural networks and its practical implications,"Alon U., Yahav E., On the bottleneck of graph neural networks and its practical implications, 9th International Conference on Learning Representations, ICLR 2021, (2021)"
euclidean versus hyperbolic congestion in idealized versus experimental networks,"Jonckheere E., Lou M., Bonahon F., Baryshnikov Y., Euclidean versus Hyperbolic Congestion in Idealized versus Experimental Networks, Internet Math, 7, pp. 1-27, (2011)"
abcnn: attention-based convolutional neural network for modeling sentence pairs,"Yin W., Schutze H., Xiang B., Zhou B., Abcnn: Attention-based convolutional neural network for modeling sentence pairs, Transactions of the Association for Computational Linguistics, 4, pp. 259-272, (2016)"
graph neural networks for social recommendation,"Fan W., Ma Y., Li Q., He Y., Zhao E., Tang J., Yin D., Graph Neural Networks for Social Recommendation, Proceedings of the 2019 World Wide Web Conference, pp. 417-426"
graph transformer for graph-to-sequence learning,"Graph Transformer for Graph-To-Sequence Learning, (2020)"
mining latent structures for multimedia recommendation,"Zhang J., Zhu Y., Liu Q., Wu S., Wang S., Wang L., Mining Latent Structures for Multimedia Recommendation, ACM MM, pp. 3872-3880, (2021)"
encoding sentences with graph convolutional networks for semantic role labeling,"Marcheggiani D., Titov I., Encoding sentences with graph convolutional networks for semantic role labeling, Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing, pp. 1506-1515, (2017)"
graph autoencoder-based unsupervised feature selection with broad and local data structure preservation,"Feng S., Duarte M.F., Graph autoencoder-based unsupervised feature selection with broad and local data structure preservation, Neurocomputing, (2018)"
universal graph transformer self-attention networks,"Quoc Nguyen D., Dinh Nguyen T., Phung D., Universal Graph Transformer Self-Attention Networks, (2019)"
jkt: a joint graph convolutional network based deep knowledge tracing,"Song X., Li J., Tang Y., Zhao T., Chen Y., Guan Z., Jkt: A joint graph convolutional network based deep knowledge tracing, Inform. Sci., 580, pp. 510-523, (2021)"
overfitting in neural nets: backpropagation,"Caruana R., Lawrence S., Lee Giles C., Overfitting in Neural Nets: Backpropagation, Conjugate Gradient, and Early Stopping, NIPS, pp. 402-408, (2000)"
convolutional neural network for classification of source codes,"Ohashi H., Watanobe Y., Convolutional neural network for classification of source codes, 2019 IEEE 13th International Symposium on Embedded Multicore/Many-core Systems-on-Chip (MCSoC)., pp. 194-200, (2019)"
what graph neural networks cannot learn: depth vs width,"Loukas A., What Graph Neural Networks Cannot Learn: Depth Vs Width, (2019)"
neural subgraph matching,"Ying R., Lou Z., You J., Wen C., Canedo A., Leskovec J., Neural Subgraph Matching, (2020)"
graph matching networks for learning the similarity of graph structured objects,"Li Y., Gu C., Dullien T., Vinyals O., Kohli P., Graph Matching Networks for Learning the Similarity of Graph Structured Objects, Proceedings of the 36th International Conference on Machine Learning (Proceedings of Machine Learning Research, 97, pp. 3835-3845, (2019)"
recurrent neural networks for prediction: learning algorithms architectures and stability,"Mandic D.P., Chambers J., Recurrent neural networks for prediction: learning algorithms architectures and stability, (2001)"
cnn for text-based multiple choice question answering,"Chaturvedi A., Arun Pandit O., Garain U., CNN for text-based multiple choice question answering, Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics, 2, pp. 272-277, (2018)"
how powerful are graph neural networks,"Xu K., Jegelka S., Hu W., Leskovec J., How powerful are graph neural networks, 7th International Conference on Learning Representations, ICLR, 2019, pp. 1-17, (2019)"
dire: a neural approach to decompiled identifier naming,"Lacomis J., Yin P., Schwartz E., Allamanis M., Le Goues C., Neubig G., Vasilescu B., Dire: A Neural Approach to Decompiled Identifier Naming, pp. 628-639, (2019)"
how could neural networks understand programs?,"Peng D., Zheng S., Li Y., Ke G., He D., Liu T., How Could Neural Networks Understand Programs?, (2021)"
syntactic clustering of the web,"BRODER A. Z., GLASSMAN S. C., MANASSE M. S., ZWEIG G., Syntactic clustering of the web, Computer Networks and ISDN Systems, 29, 8, pp. 1157-1166, (1997)"
framewise phoneme classification with bidirectional lstm and other neural network architectures,"Graves A., Schmidhuber J., Framewise phoneme classification with bidirectional lstm and other neural network architectures, Neural Networks, 18, 5-6, pp. 602-610, (2005)"
a survey of heterogeneous information network analysis,"Shi C., Li Y., Zhang J., Sun Y., Philip S.Y., A survey of heterogeneous information network analysis, IEEE Trans. Knowl. Data Eng., 29, 1, pp. 17-37, (2016)"
rethinking graph transformers with spectral attention,"Kreuzer D., Beaini D., Hamilton W., Letourneau V., Tossou P., Rethinking Graph Transformers with Spectral Attention, Advances in Neural Information Processing Systems, 34, pp. 21618-21629, (2021)"
