Title,Full Reference
a complexity measure for ontology based on uml,"Kang D., Xu B., Lu J., Chu W.C., A complexity measure for ontology based on UML, Proc. 10th IEEE Int. Workshop Future Trends Distrib. Comput. Syst. FTDCS, pp. 222-228, (2004)"
a validation of object-oriented design metrics as quality indicators,"Basili V.R., Briand L.C., Melo W.L., A validation of object-oriented design metrics as quality indicators, Ieee Trans. Softw. Eng, 22, 10, pp. 751-761, (1996)"
using complexity,"Chowdhury I., Zulkernine M., Using complexity, coupling, and cohesion metrics as early indicators of vulnerabilities, Journal of Systems Architecture, 57, 3, pp. 294-313, (2011)"
the mood metrics set,"Abreu F.B.E., The mood metrics set, Proc. Eur. Conf. Object-Oriented Program. Workshop Metrics, (1995)"
design patterns: elements of reusable object-oriented software,"Gamma E., Helm R., Johnson R., Vlissides J., Design patterns: elements of reusable object-oriented software, (1995)"
a hybrid set of complexity metrics for large-scale object-oriented software systems,"Ma Y., He K., Li B., Liu J., Zhou X., A hybrid set of complexity metrics for large-scale object-oriented software systems, J. Comput. Sci. Technol., 25, 6, pp. 1184-1201, (2010)"
identifying key classes using h-index and its variants,"Wang M.S., Lu H.M., Zhou Y.M., Xu B.W., Identifying key classes using H-index and its variants, J. Front. Comput. Sci. Technol., 5, 10, pp. 891-903, (2011)"
an evaluation of the mood set of object-oriented software metrics,"Harrison R., Counsell S.J., An evaluation of the mood set of object-oriented software metrics[J], Ieee Transactions on Software Engineering, 24, 6, (1998)"
optimization of object- oriented programs using static class hierarchy analysis,"Dean J., Grove D., Chambers C., Optimization of Object- Oriented Programs Using Static Class Hierarchy Analysis, Proceedings of the 9th European Conference on Object-Oriented Programming (ECOOP '95), pp. 77-101, (1995)"
cognitive complexity,"Campbell G.A., SonarSource S., Cognitive complexity, (2020)"
design-level cohesion measures: derivation,"Kang B., Bieman J.M., Design-level cohesion measures: Derivation, comparison, and applications, Proceedings of 20th International Computer Software and Applications Conference: COMPSAC'96. IEEE, pp. 92-97, (1996)"
structured testing: a testing methodology using the cyclomatic complexity metric,"Watson A.H., Wallace D.R., McCabe T.J., Structured testing: A testing methodology using the cyclomatic complexity metric, Special Publication (NIST SP), (1996)"
on the definition of speedup,"Ertel W., On the definition of speedup, Proceedings of the International Conference on Parallel Architectures and Languages Europe, pp. 289-300, (1994)"
a hierarchical model for object-oriented design quality assessment,"Bansiya J., Davis C.G., A hierarchical model for object-oriented design quality assessment, IEEE Trans Soft Engin, 28, 1, pp. 4-17, (2002)"
finding key classes in object-oriented software systems by techniques based on static analysis,"Sora I., Chirila C., Finding key classes in object-oriented software systems by techniques based on static analysis, Inf. Softw. Technol., 116, (2019)"
predicting the probability of change in object-oriented systems,"Tsantalis N., Chatzigeorgiou A., Stephanides G., Predicting the probability of change in object-oriented systems, IEEE Trans. Softw. Eng., 31, 7, pp. 601-614, (2005)"
sparse r-cnn: end-to-end object detection with learnable proposals,"Sun P., Zhang R., Jiang Y., Kong T., Xu C., Zhan W., Tomizuka M., Li L., Yuan Z., Wang C., Luo P., Sparse R-CNN: End-to-end object detection with learnable proposals, pp. 14454-14463, (2021)"
measuring design-level cohesion,"Bieman J.M., Kang B., Measuring design-level cohesion, IEEE Transactions on software engineering, 24, 2, pp. 111-124, (1998)"
identifying important classes of large software systems through k-core decomposition,"Meyer P., Siy H.P., Bhowmick S., Identifying important classes of large software systems through k-core decomposition, Adv. Complex Syst., 17, 7-8, (2014)"
evaluation: from precision,"Powers D.M.W., Evaluation: From precision, recall and F-measure to ROC, informedness, markedness & correlation, Journal of Machine Learning Technologies, 2, 1, pp. 37-63, (2011)"
abstract interpretation: a unified lattice model for static analysis of programs by construction or approximation of fixpoints,"Cousot P., Cousot R., Abstract interpretation: A unified lattice model for static analysis of programs by construction or approximation of fixpoints, Conference Record of the Fourth Annual Acm SIGPLAN-SIGACT Symposium on Principles of Programming Languages, (1977)"
