Title,Full Reference
deep residual learning for image recognition,"He K., Zhang X., Ren S., Sun J., Deep residual learning for image recognition, Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pp. 770-778, (2016)"
deep learning,""
endto-end deep learning of optimization heuristics,"Cummins C., Petoumenos P., Wang Z., Leather H., Endto-end deep learning of optimization heuristics, 26th International Conference on Parallel Architectures and Compilation Techniques (PACT), (2017)"
early methods for detecting adversarial images,"Hendrycks D., Gimpel K., Early Methods for Detecting Adversarial Images, (2016)"
a survey on the state-of-the-art machine learning models in the context of nlp,"Khan W., Daud A., Abdul Nasir J., Amjad T., A survey on the state-of-the-art machine learning models in the context of nlp, Kuwait Journal of Science, 43, (2016)"
improvements to context based self-supervised learning,"Nathan Mundhenk T., Ho D., Chen B.Y., Improvements to context based self-supervised learning, Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition., pp. 9339-9348, (2018)"
unsupervised representation learning by predicting image rotations,"Gidaris S., Singh P., Komodakis N., Unsupervised Representation Learning by Predicting Image Rotations, CoRR abs/1803 07728 2018, (2018)"
a simple framework for contrastive learning of visual representations,"Chen T., Kornblith S., Norouzi M., Hinton G., A simple framework for contrastive learning of visual representations, Interna-tional conference on machine learning. PMLR, (2020)"
improving multi-instance multi-label learning by extreme learning machine,"Yin Y., Zhao Y., Li C., Zhang B., Improving multi-instance multi-label learning by extreme learning machine, Appl Sci, 6, 6, (2016)"
a unified framework for metric transfer learning,"Xu Y., Pan S.J., Xiong H., Et al., A unified framework for metric transfer learning, IEEE Trans. Knowl. Data Eng., 29, 6, pp. 1158-1171, (2017)"
federated learning with personalization layers,"Arivazhagan M.G., Aggarwal V., Singh A.K., Choudhary S., Federated learning with personalization layers, (2019)"
image segmentation using deep learning: a survey,"Minaee S., Boykov Y.Y., Porikli F., Et al., Image segmentation using deep learning: A survey[J], IEEE Transactions on Pattern Analysis and Machine Intelligence, (2021)"
neurovectorizer: end-to-end vectorization with deep reinforcement learning,"Haj-Ali A., Ahmed N.K., Willke T., Sophia Shao Y., Asanovic K., Stoica I., Neurovectorizer: End-to-end vectorization with deep reinforcement learning, Proceedings of the 18th ACM/IEEE International Symposium on Code Generation and Optimization, pp. 242-255, (2020)"
geometric deep learning: going beyond euclidean data,"Bronstein M.M., Bruna J., LeCun Y., Szlam A., Vandergheynst P., Geometric deep learning: Going beyond Euclidean data, Ieee Signal Process. Mag., 34, 4, pp. 18-42, (2017)"
a survey on federated learning,"Zhang C., Xie Y., Bai H., Yu B., Li W., Gao Y., A survey on federated learning, Knowl.-Based Syst., 216, (2021)"
2019. a theoretical analysis of contrastive unsupervised representation learning,"Arora S., Khandeparkar H., Khodak M., Plevrakis O., Saunshi N., 2019. A Theoretical Analysis of Contrastive Unsupervised Representation Learning"
deepinf: social influence prediction with deep learning,"Qiu J., Tang J., Ma H., Dong Y., Wang K., Tang J., Deepinf: Social influence prediction with deep learning, Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining, pp. 2110-2119, (2018)"
a survey on transfer learning,"Pan S.J., Yang Q., A survey on transfer learning, IEEE Transactions on Knowledge and Data Engineering, 22, 10, pp. 1345-1359, (2009)"
deep sets,"Zaheer M., Kottur S., Ravanbakhsh S., Poczos B., Salakhutdinov R., Smola A.J., Deep Sets, (2017)"
using transfer learning for code-related tasks,"Mastropaolo A., Cooper N., Palacio D., Scalabrino S., Poshyvanyk D., Oliveto R., Bavota G., Using transfer learning for code-related tasks, Transactions on Software Engineering, 1, pp. 1-20, (2022)"
2020. contrastive self-supervised learning for commonsense reasoning,"Klein T., Nabi M., 2020. Contrastive Self-Supervised Learning for Commonsense Reasoning"
2020 a simple and effective self-supervised contrastive learning framework for aspect detection,"Shi T., Li L., Wang P., Reddy C.K., 2020 A Simple and Effective Self-Supervised Contrastive Learning Framework for Aspect Detection, CoRR abs/2009 09107, (2020)"
toward deep learning software repositories,"White M., Vendome C., Linares-Vasquez M., Poshyvanyk D., Toward deep learning software repositories, Proceedings of the 2015 IEEE/ACM 12th Working Conference on Mining Software Repositories, pp. 334-345, (2015)"
self-supervised video representation learning using inter-intra contrastive framework,"Tao Xuetingwang L., Yamasaki T., Self-supervised video representation learning using inter-intra contrastive framework, Proceedings of the 28th ACM International Conference on Multimedia (MM ?20). ACM, pp. 2193-2201, (2020)"
deep api learning,"Gu X., Zhang H., Zhang D., Kim S., Deep API Learning, Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering 2016, (2016)"
2020 cert: contrastive self-supervised learning for language understanding,"Fang H., Xie P., 2020 CERT: Contrastive Self-supervised Learning for Language Understanding"
cooperative learning of audio and video models from self-supervised synchronization,"Korbar B., Tran D., Torresani L., Cooperative Learning of Audio and Video Models from Self-Supervised Synchronization, Proceedings of the 32nd International Conference on Neural Information Processing Systems (NIPS ?18) ACM, pp. 7774-7785, (2018)"
2021. simcse: simple contrastive learning of sentence embeddings,"Gao T., Yao X., Chen D., 2021. SimCSE: Simple Contrastive Learning of Sentence Embeddings, Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing. Association for Computational Linguistics, Online and Punta Cana, Dominican Republic, pp. 6894-6910"
representation learning: a review and new perspectives,"Bengio Y., Courville A., Vincent P., Representation learning: A review and new perspectives, Pattern Analysis and Machine Intelligence, IEEE Transactions On, 35, 8, pp. 1798-1828, (2013)"
a survey on federated learning: the journey from centralized to distributed on-site learning and beyond,"AbdulRahman S., Tout H., Ould-Slimane H., Mourad A., Talhi C., Guizani M., A survey on federated learning: The journey from centralized to distributed on-site learning and beyond, IEEE Internet Things J., 8, 7, pp. 5476-5497, (2020)"
the state of educational data mining in 2009: a review and future visions,"BAKER R. S., YACEF K., The state of educational data mining in 2009: A review and future visions, Journal of Educational Data Mining, 1, 1, pp. 3-17, (2009)"
deep learning type inference,"Hellendoorn V. J., Bird C., Barr E. T., Allamanis M., Deep learning type inference, Proceedings of the 2018 26th acm joint meeting on european software engineering conference and symposium on the foundations of software engineering, pp. 152-162, (2018)"
attention-based deep multiple instance learning,"Ilse M., Tomczak J., Welling M., Attention-based deep multiple instance learning, ICML, pp. 2127-2136, (2018)"
why does unsupervised pre-training help deep learning?,"Erhan D., Bengio Y., Courville A., Manzagol P.-A., Vincent P., Bengio S., Why does unsupervised pre-training help deep learning?, Journal of MachineLearning Research, (2010)"
dive into deep learning,"Zhang A., Lipton Z.C., Li M., Smola A.J., Dive into deep learning, (2021)"
learning blended,"Wang K., Su Z., Learning blended, precise semantic program embeddings, (2019)"
self-supervised learning.,"Zisserman A., Self-Supervised Learning., (2018)"
self-supervised video representation learning with odd-one-out networks,"Fernando B., Bilen H., Gavves E., Gould S., Self-Supervised Video Representation Learning with Odd-One-Out Networks, (2016)"
learning from 6,"Gruska N., Wasylkowski A., Zeller A., Learning from 6, 000 projects: Lightweight cross-project anomaly detection, Proceedings of the 19th International Symposium on Software Testing and Analysis (ISSTA '10), pp. 119-130, (2010)"
improving federated learning personalization via model agnostic meta learning,"Jiang Y., Konecny J., Rush K., Kannan S., Improving federated learning personalization via model agnostic meta learning, (2019)"
deep learning applied to nlp,"Lopez M.M., Kalita J., Deep learning applied to nlp, arXiv preprint arXiv:1703.03091, (2017)"
