Title,Full Reference
oreo: detection of clones in the twilight zone,"Saini V., Farmahinifarahani F., Lu Y., Baldi P., Lopes C.V., Oreo: Detection of clones in the twilight zone, ESEC/FSE 2018 - Proceedings of the 2018 26Th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering, pp. 354-365, (2018)"
semantic code clone detection using abstract memory states and program dependency graphs,"Nasirloo H., Azimzadeh F., Semantic code clone detection using abstract memory states and program dependency graphs, 2018 4th International Conference on Web Research (ICWR), pp. 19-27, (2018)"
late propagation in software clones,"Barbour L., Khomh F., Zou Y., Late propagation in software clones, Proceedings of the IEEE 27th International Conference on Software Maintenance, pp. 273-282, (2011)"
clone detection using abstract syntax trees,"Baxter I.D., Yahin A., Moura L., Santanna M., Bier L., Clone detection using abstract syntax trees, Proceedings. International Conference on Software Maintenance (ICSM). 368-377, (1998)"
substring matching for clone detection and change tracking,"Howard Johnson J., Substring matching for clone detection and change tracking, Proceedings 1994 International Conference on Software Maintenance, pp. 120-126, (1994)"
software clone detection: a systematic review,"Rattan D., Bhatia R., Singh M., Software clone detection: A systematic review[J], Information and Software Technology, 55, 7, pp. 1165-1199, (2013)"
accurate and scalable cross-architecture cross-os binary code search with emulation,"Xue Y., Xu Z., Chandramohan M., Liu Y., Accurate and scalable cross-architecture cross-os binary code search with emulation, IEEE Transactions on Software Engineering, (2018)"
a parallel and efficient approach to large scale clone detection,"Sajnani H., Lopes C., A parallel and efficient approach to large scale clone detection, 2013 7th International Workshop on Software Clones (IWSC’13), pp. 46-52, (2013)"
bingo: cross-architecture cross-os binary search,"Chandramohan M., Xue Y., Xu Z., Liu Y., Cho C. Y., Tan H. B. K., Bingo: Cross-architecture cross-os binary search, Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering, pp. 678-689, (2016)"
siamese: scalable and incremental code clone search via multiple code representations,"Ragkhitwetsagul C., Krinke J., Siamese: scalable and incremental code clone search via multiple code representations, Empirical Software Engineering, 24, 4, pp. 2236-2284, (2019)"
incremental code clone detection: a pdg-based approach,"Higo Y., Yasushi U., Nishino M., Kusumoto S., Incremental code clone detection: A pdg-based approach, Proceedings of the 2011 18th Working Conference on Reverse Engineering, pp. 3-12, (2011)"
towards robust instruction-level trace alignment of binary code,"Kargen U., Shahmehri N., Towards robust instruction-level trace alignment of binary code, 2017 32nd IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, (2017)"
towards a big data curated benchmark of inter-project code clones,"Svajlenko J., Islam J.F., Keivanloo I., Roy C.K., Mia M.M., Towards a big data curated benchmark of inter-project code clones, 2014 IEEE International Conference on Software Maintenance and Evolution. IEEE, pp. 476-480, (2014)"
nicad: accurate detection of near-miss intentional clones using flexible pretty-printing and code normalization,"Roy C.K., Cordy J.R., NICAD: Accurate detection of near-miss intentional clones using flexible pretty-printing and code normalization, Proceedings of the 2008 International Conference on Program Comprehension (ICPC'08), pp. 172-181, (2008)"
hiddencpg: large-scale vulnerable clone detection using subgraph isomorphism of code property graphs. proc,"Wi S., Woo S., Whang J.J., Et al., HiddenCPG: Large-scale vulnerable clone detection using subgraph isomorphism of code property graphs. Proc, ACM Web Conf, 2022, pp. 755-766, (2022)"
a novel vulnerable code clone detector based on context enhancement and patch validation [j],"Guo J., Li H., Wang Z., Et al., A Novel Vulnerable Code Clone Detector Based on Context Enhancement and Patch Validation [J], Wireless Communications and Mobile Computing, (2022)"
search-based synthesis of equivalent method sequences,"Goffi A., Gorla A., Mattavelli A., Pezze M., Tonella P., Search-Based Synthesis of Equivalent Method Sequences, (2014)"
learning-based recursive aggregation of abstract syntax trees for code clone detection,"Buch L., Andrzejak A., Learning-based recursive aggregation of abstract syntax trees for code clone detection, Proceedings of the 26th IEEE International Conference on Software Analysis, Evolution and Reengineering, pp. 95-104, (2019)"
evaluating clone detection tools with bigclonebench,"Svajlenko J., Roy C.K., Evaluating clone detection tools with bigclonebench, Proceedings of the 2015 IEEE International Conference on Software Maintenance and Evolution (ICSME'15), pp. 131-140, (2015)"
nil: large-scale detection of large-variance clones,"Nakagawa T., Higo Y., Kusumoto S., Nil: large-scale detection of large-variance clones, Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering (ESEC/FSE), (2021)"
tracelet-based code search in executables,"David Y., Yahav E., Tracelet-based code search in executables, Acm Sigplan Notices, (2014)"
towards flexible code clone detection,"Zibran M.F., Roy C.K., Towards flexible code clone detection, management, and refactoring in ide, Proceedings of the 5th International Workshop on Software Clones (IWSC), (2011)"
cclearner: a deep learning-based clone detection approach,"Li L., Feng H., Zhuang W., Meng N., Ryder B., Cclearner: a deep learning-based clone detection approach, pp. 249-260, (2017)"
accurate and efficient structural characteristic feature extraction for clone detection,"Anh Nguyen H., Thanh Nguyen T., Pham N.H., Al-Kofahi J.M., Nguyen T.N., Accurate and efficient structural characteristic feature extraction for clone detection, Proceedings of the 12th International Conference on Fundamental Approaches to Software Engineering: Held As Part of the Joint European Conferences on Theory and Practice of Software, ETAPS 2009 (FASE'09), pp. 440-455, (2009)"
ccsharp: an efficient three-phase code clone detector using modified pdgs,"Wang M., Wang P., Xu Y., Ccsharp: An efficient three-phase code clone detector using modified pdgs, 2017 24th Asia-Pacific Software Engineering Conference (APSEC). IEEE, (2017)"
cross language code clone detection using syntactical features and api documentation,"Nafi K.W., Kar T.S., Roy B., Roy C.K., Schneider K.A., Cross language code clone detection using syntactical features and API documentation, Proceedings - 2019 34Th IEEE/ACM International Conference on Automated Software Engineering, pp. 1026-1037, (2019)"
scalable code clone detection and search based on adaptive prefix filtering,"Nishi M.A., Damevski K., Scalable code clone detection and search based on adaptive prefix filtering, Journal of Systems and Software, (2018)"
codex: source code plagiarism detection based on abstract syntax tree,"Zheng M., Pan X., Lillis D., CodEX: Source Code Plagiarism Detection Based on Abstract Syntax Tree, Proceedings for the 26th AIAI Irish Conference on Artificial Intelligence and Cognitive Science Trinity College Dublin, Dublin, Ireland, 2259, pp. 362-373, (2018)"
the nicad clone detector,"Cordy J.R., Roy C.K., The nicad clone detector, 2011 IEEE 19th International Conference on Program Comprehension (ICPC). IEEE, (2011)"
clcd-i: cross-language clone detection by using deep learning with infercode,"Yahya M.A., Kim D.K., CLCD-I: Cross-language clone detection by using deep learning with infercode, Computers, 12, 1, (2023)"
