Title,Full Reference
on the efficiency of test suite based program repair: a systematic assessment of 16 automated repair systems for java programs,"Liu K., Wang S., Koyuncu A., Kim K., Bissyande T.F., Kim D., Wu P., Klein J., Mao X., Le Traon Y., On the efficiency of test suite based program repair: A systematic assessment of 16 automated repair systems for Java programs, Proceedings of the 42nd International Conference on Software Engineering ACM, pp. 615-627, (2020)"
towards practical program repair with ondemand candidate generation,"Hua J., Zhang M., Wang K., Khurshid S., Towards practical program repair with ondemand candidate generation, Proceedings of the 40th International Conference on Software Engineering, pp. 12-23, (2018)"
elixir: effective object oriented program repair,"Saha R.K., Lyu Y., Yoshida H., Prasad M.R., ELIXIR: Effective object oriented program repair, International Conference on Automated Software Engineering. IEEE, pp. 648-659, (2017)"
staged program repair with condition synthesis,"Long F., Rinard M., Staged program repair with condition synthesis, Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering, pp. 166-178, (2015)"
understanding the non-repairability factors of automated program repair techniques,"Lin B., Wang S., Wen M., Zhang Z., Wu H., Qin Y., Mao X., Understanding the non-repairability factors of automated program repair techniques, 2020 27th Asia-Pacific Software Engineering Conference (APSEC, pp. 71-80, (2020)"
neural program repair with execution-based backpropagation,"Ye H., Martinez M., Monperrus M., Neural program repair with execution-based backpropagation, International Conference on Software Engineering. ACM, pp. 1506-1518, (2022)"
the remarkable role of similarity in redundancy-based program repair,"Chen Z., Monperrus M., The remarkable role of similarity in redundancy-based program repair, CoRR, (2018)"
is the cure worse than the disease overfitting in automated program repair,"Smith E.K., Barr E.T., Le Goues C., Brun Y., Is the cure worse than the disease overfitting in automated program repair, Proceedings of the 10th Joint Meeting on Foundations of Software Engineering, pp. 532-543, (2015)"
neural program repair by jointly learning to localize and repair,"Vasic M., Kanade A., Maniatis P., Bieber D., Singh R., Neural program repair by jointly learning to localize and repair, 7th International Conference on Learning Representations, ICLR 2019. OpenReview.net, (2019)"
quixbugs: a multi-lingual program repair benchmark set based on the quixey challenge,"Lin D., Koppel J., Chen A., Solar-Lezama A., QuixBugs: A multi-lingual program repair benchmark set based on the Quixey challenge, Proceedings Companion of the 2017 ACM SIGPLAN International Conference on Systems, Programming, Languages, and Applications: Software for Humanity. ACM, pp. 55-56, (2017)"
dynamoth: dynamic code synthesis for automatic program repair,"Durieux T., Monperrus M., DynaMoth: Dynamic code synthesis for automatic program repair, Proceedings of the 11th International Workshop in Automation of Software Test, pp. 85-91, (2016)"
a genetic programming approach to automated software repair,"Forrest S., Nguyen T., Weimer W., Le Goues C., A genetic programming approach to automated software repair, Proceedings of the 11Th Annual Conference on Genetic and Evolutionary Computation, pp. 947-954, (2009)"
lsrepair: live search of fix ingredients for automated program repair,"Liu K., Koyuncu A., Kim K., Kim D., Bissyande T.F., LSRepair: Live search of fix ingredients for automated program repair, Asia-Pacific Software Engineering Conference, pp. 658-662, (2018)"
precise condition synthesis for program repair,"Xiong Y., Wang J., Yan R., Zhang J., Han S., Huang G., Zhang L., Precise condition synthesis for program repair, Proceedings of the 39th IEEE/ACM International Conference on Software Engineering. IEEE, pp. 416-426, (2017)"
overfitting in semantics-based automated program repair,"Xuan Bach D.L., Thung F., Lo D., Le Goues C., Overfitting in semantics-based automated program repair, Empirical Software Engineering, 23, 5, pp. 3007-3033, (2018)"
repairing programs with semantic code search (t),"Ke Y., Stolee K.T., Le Goues C., Brun Y., Repairing programs with semantic code search (T), 30th IEEE/ACM International Conference on Automated Software Engineering, ASE 2015, pp. 295-306, (2015)"
an empirical study on the effect of dynamic slicing on automated program repair efficiency,"Guo A., Mao X., Yang D., Wang S., An empirical study on the effect of dynamic slicing on automated program repair efficiency, 2018 IEEE International Conference on Software Maintenance and Evolution (ICSME), pp. 554-558, (2018)"
the living review on automated program repair,"Monperrus M., The living review on automated program repair, HAL/Archives-Ouvertes. Fr, (2018)"
anti-patterns in search-based program repair,"Hwei Tan S., Yoshida H., Prasad M.R., Roychoudhury A., Anti-patterns in search-based program repair, Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering, pp. 727-738, (2016)"
automatic program repair using genetic programming,"Le Goues C., Automatic Program Repair Using Genetic Programming, (2013)"
automated program repair,"Le Goues C., Pradel M., Roychoudhury A., Automated program repair, Commun ACM, 62, 12, pp. 56-65, (2019)"
codeflaws: a programming competition benchmark for evaluating automated program repair tools,"Tan S.H., Yi J., Mechtaev Y.S., Roychoudhury A., Codeflaws: A programming competition benchmark for evaluating automated program repair tools, Proceedings of the 39th International Conference on Software Engineering, ICSE 2017, pp. 180-182, (2017)"
sorting and transforming program repair ingredients via deep learning code similarities,"White M., Tufano M., Martinez M., Monperrus M., Poshyvanyk D., Sorting and transforming program repair ingredients via deep learning code similarities, Proceedings of the 26th IEEE International Conference on Software Analysis, Evolution and Reengineering, pp. 479-490, (2019)"
contract-based program repair without the contracts,"Chen L., Pei Y., Furia C.A., Contract-based program repair without the contracts, Proceedings of the 32nd IEEE/ACM International Conference on Automated Software Engineering, pp. 637-647, (2017)"
constraint-based program debugging using data structure repair,"Malik M.Z., Siddiqui J.H., Khurshid S., Constraint-based program debugging using data structure repair, International Conference on Software Testing, Verification and Validation. IEEE, pp. 190-199, (2011)"
dlfix: context-based code transformation learning for automated program repair,"Li Y., Wang S.-H., Nguyen T.N., Dlfix: Context-based code transformation learning for automated program repair, Proceedings of the ACM/IEEE 42Nd International Conference on Software Engineering, ICSE ’20, pp. 602-614, (2020)"
cure: code-aware neural machine translation for automatic program repair,"Jiang N., Lutellier T., Tan L., Cure: Code-aware neural machine translation for automatic program repair, ICSE, pp. 1161-1173, (2021)"
compilation error repair: for the student programs,"Ahmed U. Z., Kumar P., Karkare A., Kar P., Gulwani S., Compilation error repair: for the student programs, from the student programs, ICSE, (2018)"
program repair with repeated learning,"Chen L., Pei Y., Pan M., Zhang T., Wang Q., Furia C.A., Program repair with repeated learning, Transactions on Software Engineering, (2022)"
standup4npr: standardizing setup for empirically comparing neural program repair systems,"Zhong W., Ge H., Ai H., Li C., Liu K., Ge J., Bin L., StandUp4NPR: Standardizing setup for empirically comparing neural program repair systems, International Conference on Automated Software Engineering. IEEE, (2022)"
pelas – program error-locating assistant system,"Korel B., PELAS – program error-locating assistant system, IEEE Transactions on Software Engineering, 9, (1998)"
circle: continual repair across programming languages,"Yuan W., Zhang Q., He T., Fang C., Hung N.Q.V., Hao X., Yin H., CIRCLE: Continual repair across programming languages, International Symposium on Software Testing and Analysis. ACM, pp. 678-690, (2022)"
verifix: verified repair of programming assignments,"Ahmed U.Z., Fan Z., Yi J., Al-Bataineh O.I., Roychoudhury A., Verifix: Verified repair of programming assignments, ACM Trans. Softw. Eng. Methodol"
exploring true test overfitting in dynamic automated program repair using formal methods,"Nilizadeh A., Leavens G.T., Xuan-Bach D.L., Pasareanu C.S., Cok D.R., Exploring true test overfitting in dynamic automated program repair using formal methods, Proceedings of the 14th IEEE International Conference on Software Testing, Verification and Validation, (2021)"
you cannot fix what you cannot find! an investigation of fault localization bias in benchmarking automated program repair systems,"Liu K., Koyuncu A., Bissyande T.F., Kim D., Klein J., Le Traon Y., You cannot fix what you cannot find! An investigation of fault localization bias in benchmarking automated program repair systems, Proceedings of the 12th IEEE International Conference on Software Testing, Verification and Validation. IEEE, pp. 102-113, (2019)"
arja: automated repair of java programs via multi-objective genetic programming,"Yuan Y., Banzhaf W., Arja: automated repair of java programs via multi-objective genetic programming, IEEE Trans Software Eng, 46, 10, pp. 1040-1067, (2018)"
tbar: revisiting template-based automated program repair,"Liu K., Koyuncu A., Kim D., Bissyande T.F., TBar: Revisiting template-based automated program repair, Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis. ACM, pp. 31-42, (2019)"
ultra-large repair search space with automatically mined templates: the cardumen mode of astor,"Martinez M., Monperrus M., Ultra-large repair search space with automatically mined templates: The Cardumen mode of Astor, Proceedings of the 10th International Symposium on Search Based Software Engineering, pp. 65-86, (2018)"
dear: a novel deep learning-based approach for automated program repair,"Li Y., Wang S., Nguyen T.N., DEAR: A novel deep learning-based approach for automated program repair, International Conference on Software Engineering. ACM, pp. 511-523, (2022)"
mining software repair models for reasoning on the search space of automated program fixing,"Martinez M., Monperrus M., Mining software repair models for reasoning on the search space of automated program fixing, Empirical Software Engineering, 20, 1, pp. 176-205, (2015)"
mining stackoverflow for program repair,"Liu X., Zhong H., Mining stackoverflow for program repair, Proceedings of the 25th IEEE International Conference on Software Analysis, Evolution and Reengineering. IEEE, pp. 118-129, (2018)"
genprog: a generic method for automatic software repair,"Le Goues C., Nguyen T., Forrest S., Weimer W., Genprog: a generic method for automatic software repair, IEEE Trans Software Eng, 38, 1, (2012)"
shaping program repair space with existing patches and similar code,"Jiang J., Xiong Y., Zhang H., Gao Q., Chen X., Shaping program repair space with existing patches and similar code, Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis. ACM, pp. 298-309, (2018)"
better test cases for better automated program repair,"Yang J., Zhikhartsev A., Liu Y., Tan L., Better test cases for better automated program repair, Proceedings of the 11th Joint Meeting on Foundations of Software Engineering, pp. 831-841, (2017)"
