Title,Full Reference
improving source code readability: theory and practice,"Fakhoury S., Roy D., Hassan S.A., Et al., Improving source code readability: Theory and practice, 2019 IEEE/ACM 27Th International Conference on Program Comprehension (ICPC), pp. 2-12, (2019)"
don't touch my code!: examining the effects of ownership on software quality,"Bird C., Nagappan N., Murphy B., Gall H., Devanbu P., Don't touch my code!: Examining the effects of ownership on software quality, Proceedings of the 19th ACM SIGSOFT Symposium and the 13th European Conference On Foundations of Software Engineering. ACM, pp. 4-14, (2011)"
improving code readability models with textual features,"Scalabrino S., Linares-Vasquez M., Poshyvanyk D., Et al., Improving code readability models with textual features, In: 2016 IEEE 24Th International Conference on Program Comprehension (ICPC), IEEE, pp. 1-10, (2016)"
towards understanding code readability and its impact on design quality,"Mannan U.A., Ahmed I., Sarma A., Towards understanding code readability and its impact on design quality, Proceedings of the 4Th ACM SIGSOFT International Workshop on NLP for Software Engineering, pp. 18-21, (2018)"
clone refactoring with lambda expressions,"Tsantalis N., Mazinanian D., Rostami S., Clone refactoring with lambda expressions, 2017 IEEE/ACM 39th International Conference on Software Engineering, ICSE, pp. 60-70, (2017)"
on the diffuseness and the impact on maintainability of code smells: a large scale empirical investigation,"Palomba F., Bavota G., Di Penta M., Fasano F., Oliveto R., De Lucia A., On the diffuseness and the impact on maintainability of code smells: A large scale empirical investigation, Empirical Software Engineering, 23, 3, pp. 1188-1221, (2018)"
an empirical study of the relationships between code readability and software complexity.,"Alawad D.M., Panta M., Zibran M.F., An empirical study of the relationships between code readability and software complexity., (2019)"
is this github project maintained? measuring the level of maintenance activity of open-source projects,"Coelho J., Tulio Valente M., Milen L., Silva L.L., Is this GitHub project maintained? Measuring the level of maintenance activity of open-source projects, Information and Software Technology, 122, (2020)"
assessing generalizability of codebert,"Zhou X., Han D.G., Lo D., Assessing generalizability of codebert, 2021 IEEE International Conference on Software Maintenance and Evolution (ICSME), Pp. 425–436. IEEE, (2021)"
do code smells impact the effort of different maintenance programming activities?,"Soh Z., Yamashita A., Khomh F., Guhneuc Y.G., Do code smells impact the effort of different maintenance programming activities?, IEEE 23rd International Conference on Software Analysis, Evolution, and Reengineering, 1, pp. 393-402, (2016)"
prioritizing code documentation effort: can we do it simpler but better?,"Liu S., Guo Z., Li Y., Lu H., Chen L., Xu L., Zhou Y., Xu B., Prioritizing code documentation effort: Can we do it simpler but better?, Inf. Softw. Technol., 140, (2021)"
a study of the uniqueness of source code,"Gabel M., Su Z., A study of the uniqueness of source code, Proceedings of the 18th ACM SIGSOFT International Symposium on Foundations of Software Engineering, pp. 147-156, (2010)"
a hybrid approach to code reviewer recommendation with collaborative filtering,"Xia Z., Sun H., Jiang J., Wang X., Liu X., A hybrid approach to code reviewer recommendation with collaborative filtering, 2017 6th International Workshop on Software Mining (SoftwareMining), pp. 24-31, (2017)"
do professional developers benefit from design pattern documentation? a replication in the context of source code comprehension,"Gravino C., Risi M., Scanniello G., Tortora G., Do Professional Developers Benefit from Design Pattern Documentation? A Replication in the Context of Source Code Comprehension, Proceedings of the 15th International Conference on Model Driven Engineering Languages and Systems (MODELS'12)., pp. 185-201, (2012)"
investigating the validity of ground truth in code reviewer recommendation studies,"Dogan E., Tuzun E., Tecimer K.A., Guvenir H.A., Investigating the validity of ground truth in code reviewer recommendation studies, International Symposium on Empirical Software Engineering and Measurement (ESEM), pp. 1-6, (2019)"
evaluating source code summarization techniques: replication and expansion,"Eddy Brian P, Robinson Jeffrey A, Kraft Nicholas A, Carver Jeffrey C, Evaluating source code summarization techniques: Replication and expansion, 2013 21st International Conference on Program Comprehension (ICPC), pp. 13-22, (2013)"
how we refactor,"Murphy-Hill E.R., Parnin C., Black A.P, How we refactor, and how we know it, Proceedings of the 31st International Conference on Software Engineering, pp. 287-297, (2009)"
search-based peer reviewers recommendation in modern code review,"Ouni A., Kula R.G., Inoue K., Search-based peer reviewers recommendation in modern code review, 2016 IEEE International Conference on Software Maintenance and Evolution (ICSME), pp. 367-377, (2016)"
the effect of poor source code lexicon and readability on developers' cognitive load,"Fakhoury S., Ma Y., Arnaoudova V., Adesope O., The effect of poor source code lexicon and readability on developers' cognitive load, Conference on Program Comprehension. ACM, pp. 286-296, (2018)"
a comprehensive model for code readability,"Scalabrino S., Linares-Vasquez M., Oliveto R., A comprehensive model for code readability, J Softw Evol Process, 30, (2018)"
a review of code reviewer recommendation studies: challenges and future directions,"Cetin H.A., Dogan E., Tuzun E., A review of code reviewer recommendation studies: Challenges and future directions, Science of Computer Programming, (2021)"
code readability testing,"Sedano T., Code readability testing, an empirical study, 2016 IEEE 29th International conference on software engineering education and training (CSEET), pp. 111-117, (2016)"
the impact of tangled code changes,"Herzig K., Zeller A., The impact of tangled code changes, 2013 10th Working Conference on Mining Software Repositories (MSR), pp. 121-130, (2013)"
towards automating code review activities,"Tufano R., Pascarella L., Tufano M., Poshyvanyk D., Bavota G., Towards automating code review activities, International Conference on Software Engineering. IEEE, pp. 163-174, (2021)"
