Title,Full Reference
learning continuous semantic representations of symbolic expressions,"Allamaras M., Chanthirasegaran P., Kohli P., Sutton C., Learning continuous semantic representations of symbolic expressions, 34th International Conference on Machine Learning, ICML 2017, 1, pp. 118-131, (2017)"
english stop words,"English stop words, (2021)"
representation learning for natural language processing,"Liu Z., Lin Y., Sun M., Representation Learning for Natural Language Processing, (2020)"
nltk: the natural language toolkit,"Bird S., NLTK: the natural language toolkit, ACL 2006, 21st International Conference on Computational Linguistics and 44th Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference, pp. 69-72, (2006)"
a dual framework for implicit and explicit emotion recognition: an ensemble of language models and computational linguistics,"Khoshnam F., Baraani-Dastjerdi A., A dual framework for implicit and explicit emotion recognition: An ensemble of language models and computational linguistics, Expert Systems with Applications, 198, (2022)"
adaptivepaste: code adaptation through learning semantics-aware variable usage representations,"Liu X., Jang J., Sundaresan N., Allamanis M., Svyatkovskiy A., Adaptivepaste: Code adaptation through learning semantics-aware variable usage representations, (2022)"
towards context-aware code comment generation,"Yu X., Huang Q., Wang Z., Feng Y., Zhao D., Towards context-aware code comment generation, Findings of the Association for Computational Linguistics: EMNLP, pp. 3938-3947, (2020)"
on automatic summarization of what and why information in source code changes,"Shen J., Sun X., Li B., Yang H., Hu J., On automatic summarization of what and why information in source code changes, 2016 IEEE 40th Annual Computer Software and Applications Conference (COMPSAC), 1, pp. 103-112, (2016)"
realformer: transformer likes residual attention,"He R., Ravula A., Kanagal B., Ainslie J., Realformer: Transformer likes residual attention, (2020)"
a multilingual bpe embedding space for universal sentiment lexicon induction,"Zhao M., Schutze H., A Multilingual BPE Embedding Space for Universal Sentiment Lexicon Induction, Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics., pp. 3506-3517, (2019)"
self-documenting code: 67–90,"Stueben M., Self-DOCUMENTING CODE: 67–90, (2018)"
learning to update natural language comments based on code changes,"Panthaplackel S., Nie P., Gligoric M., Li J.J., Mooney R.J., Learning to update natural language comments based on code changes, Arxiv: Cs.Cl/2004.12169, (2020)"
codesum: translate program language to natural language,"Hu X., Wei Y., Li G., Jin Z., CodeSum: Translate Program Language to Natural Language, (2017)"
a deep language model for software code,"Dam H.K., Tran T., Pham T.T.M., A deep language model for software code, FSE 2016: Proceedings of the Foundations Software Engineering International Symposium, pp. 1-4, (2016)"
hadamard matrices and their applications,"Horadam K.J., Hadamard matrices and their applications, (2012)"
automatically generating natural language descriptions for object-related statement sequences,"Wang X., Pollock L., Vijay-Shanker K., Automatically generating natural language descriptions for object-related statement sequences, 2017 IEEE 24th International Conference on Software Analysis, Evolution and Reengineering (SANER), pp. 205-216, (2017)"
structured programming and structured design as art forms,"Yourdon E., Structured programming and structured design as art forms, Proceedings of the May 19-22, 1975, National Computer Conference and Exposition (AFIPS '75), pp. 277-277, (1975)"
unsupervised translation of programming languages,"Roziere B., Lachaux M., Chanussot L., Lample G., Unsupervised translation of programming languages, Proceedings of the Advances in Neural Information Processing Systems 33: Annual Conference on Neural Information Processing Systems 2020, (2020)"
a scalable hierarchical distributed language model,"Mnih A., Hinton G.E., A scalable hierarchical distributed language model, Proceedings of the 22nd Annual Conference on Neural Information Processing Systems, pp. 1081-1088, (2008)"
graph-based statistical language model for code,"Nguyen A. T., Nguyen T. N., Graph-based statistical language model for code, Proceedings of the 2015 37th IEEE International Conference on Software Engineering, 1, pp. 858-868, (2015)"
a neural model for generating natural language summaries of program subroutines,"LeClair A., Jiang S., McMillan C., A neural model for generating natural language summaries of program subroutines, Icse, pp. 795-806, (2019)"
nl2bash: a corpus and semantic parser for natural language interface to the linux operating system,"Victoria Lin X., Wang C., Zettlemoyer L., Ernst M.D., Nl2bash: A corpus and semantic parser for natural language interface to the linux operating system, LREC, (2018)"
class-based n-gram models of natural language,"Brown P. F., Della Pietra V. J., Desouza P. V., Lai J. C., Mercer R. L., Class-based n-gram models of natural language, Computational Linguistics, 18, 4, pp. 467-480, (1992)"
neural network methods in natural language processing,"Goldberg Y., Hirst G., Neural Network Methods in Natural Language Processing, (2017)"
neural networks for modeling source code edits,"Zhao R., Bieber D., Swersky K., Tarlow D., Neural networks for modeling source code edits, (2019)"
evaluating large language models trained on code,"Chen M., Tworek J., Jun H., Yuan Q., Pinto H.P.D.O., Kaplan J., Et al., Evaluating large language models trained on code, (2021)"
automatically generating commit messages from diffs using neural machine translation,"Jiang S., Armaly A., McMillan C., Automatically generating commit messages from diffs using neural machine translation, 2017 32nd IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, pp. 135-146, (2017)"
trex: learning execution semantics from micro-traces for binary similarity,"Pei K., Xuan Z., Yang J., Jana S., Ray B., Trex: Learning execution semantics from micro-traces for binary similarity, (2020)"
context-aware retrieval-based deep commit message generation,"Wang H., Xia X., Lo D., He Q., Wang X., Grundy J., Context-aware retrieval-based deep commit message generation, ACM Transactions on Software Engineering and Methodology (TOSEM), 30, 4, pp. 1-30, (2021)"
summarizing source code with hierarchical code representation,"Zhou Z., Yu H., Fan G., Huang Z., Yang X., Summarizing source code with hierarchical code representation, Inf. Softw. Technol., 143, (2022)"
neural models of automated documentation generation for source code. dissertation. university of notre dame,"Alexander L., Neural Models of Automated Documentation Generation for Source Code. Dissertation. University of Notre Dame"
assemble foundation models for automatic code summarization,"Gu J., Salza P., Gall H.C., Assemble foundation models for automatic code summarization, IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2022, Honolulu, HI, USA, March 15-18, 2022, pp. 935-946, (2022)"
tag: type auxiliary guiding for code comment generation,"Cai R., Liang Z., Xu B., Li Z., Hao Y., Chen Y., TAG: Type Auxiliary Guiding for Code Comment Generation, Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pp. 291-301, (2020)"
code2seq: generating sequences from structured representations of code[c],"Alon U., Brody S., Levy O., Yahav E., Code2seq: Generating sequences from structured representations of code[C], International Conference on Learning Representations, (2019)"
exploring software naturalness through neural language models,"Buratti L., Pujar S., Bornea M., McCarley S., Zheng Y., Rossiello G., Morari A., Laredo J., Thost V., Zhuang Y., Et al., Exploring software naturalness through neural language models, (2020)"
natural language is a programming language: applying natural language processing to software development,"Ernst M.D., Natural language is a programming language: Applying natural language processing to software development, SNAPL, pp. 1-14, (2017)"
summarization techniques for code,"Panichella S., Summarization techniques for code, change, testing, and user feedback, 2018 IEEE Workshop on Validation, Analysis and Evolution of Software Tests (VST), pp. 1-5, (2018)"
transformers: state-of-the-art natural language processing,"Wolf Thomas, Debut Lysandre, Sanh Victor, Chaumond Julien, Delangue Clement, Moi Anthony, Cistac Pierric, Rault Tim, Louf Remi, Funtowicz Morgan, Davison Joe, Shleifer Sam, von Platen Patrick, Ma Clara, Jernite Yacine, Plu Julien, Xu Canwen, Le Scao Teven, Gugger Sylvain, Drame Mariama, Lhoest Quentin, Rush Alexander M., Transformers: State-of-the-art natural language processing, Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations, pp. 38-45, (2020)"
automatic generation of text descriptive comments for code blocks,"Liang Y., Zhu K.Q., Automatic generation of text descriptive comments for code blocks, Proceedings of the Thirty-Second AAAI Conference on Artificial Intelligence, (AAAI-18), the 30th innovative Applications of Artificial Intelligence (IAAI-18), and the 8th AAAI Symposium on Educational Advances in Artificial Intelligence (EAAI-18), pp. 5229-5236, (2018)"
towards automatic generation of short summaries of commits,"Jiang S., McMillan C., Towards automatic generation of short summaries of commits, 2017 IEEE/ACM 25th International Conference on Program Comprehension (ICPC). IEEE, pp. 320-323, (2017)"
source code summarization with structural relative position guided transformer,"Gong Z., Gao C., Wang Y., Gu W., Peng Y., Xu Z., Source code summarization with structural relative position guided transformer, (2022)"
commit message generation for source code changes,"Xu S., Yao Y., Xu F., Gu T., Tong H., Lu J., Commit message generation for source code changes, IJCAI, pp. 3975-3981, (2019)"
global relational models of source code,"Hellendoorn V.J., Sutton C., Singh R., Maniatis P., Bieber D., Global relational models of source code, International Conference on Learning Representations, (2020)"
code comments generation with data flow-guided transformer,"Zhou W., Junhua W., Code comments generation with data flow-guided transformer, Web Information Systems and Applications: 19Th International Conference, WISA 2022, Dalian, China, September 16–18, 2022, Proceedings, pp. 168-180, (2022)"
adversarial examples for models of code,"Yefet N., Alon U., Yahav E., Adversarial examples for models of code, Proc. ACM Program. Lang., 4, OOPSLA, (2020)"
automating just-in-time comment updating,"Liu Z., Xia X., Yan M., Li S., Automating just-in-Time comment updating, Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering. ACM, (2020)"
supporting program comprehension with source code summarization,"Haiduc S., Aponte J., Marcus A., Supporting program comprehension with source code summarization, 2010 ACM/IEEE 32nd International Conference on Software Engineering, pp. 223-226, (2010)"
bart: denoising sequence-tosequence pre-training for natural language generation,"Lewis M., Liu Y., Goyal N., Ghazvininejad M., Mohamed A., Levy O., Stoyanov V., Zettlemoyer L., BART: Denoising sequence-tosequence pre-training for natural language generation, translation, and comprehension, ACL, pp. 7871-7880, (2020)"
code to comment “translation”: data,"Gros D., Sezhiyan H., Devanbu P., Yu Z., Code to comment “translation”: Data, metrics, baselining & evaluation, Arxiv: Cs.Se/2010.01410, (2020)"
federated learning based multi-task feature fusion framework for code expressive semantic extraction,"Deng F., Fu C., Qian Y., Yang J., He S., Xu H., Federated learning based multi-task feature fusion framework for code expressive semantic extraction, Softw Pract Exper, 52, 8, pp. 1849-1866, (2022)"
neural guided constraint logic programming for program synthesis,"Zhang L., Rosenblatt G., Fetaya E., Liao R., Byrd W., Might M., Urtasun R., Zemel R., Neural guided constraint logic programming for program synthesis, Adv Neural Inf Process Syst, (2018)"
graphcodebert: pre-training code representations with data-ow,"Guo D., Ren S., Lu S., Feng Z., Tang D., Liu S., Zhou L., Duan N., Svyatkovskiy A., Fu S., Et al., Graphcodebert: Pre-training code representations with data-ow, (2020)"
towards automatically generating block comments for code snippets,"Huang Y., Huang S., Chen H., Chen X., Zheng Z., Luo X., Jia N., Hu X., Zhou X., Towards automatically generating block comments for code snippets, Information and Software Technology, (2020)"
code vectors: understanding programs through embedded abstracted symbolic traces,"Henkel J., Lahiri S.K., Liblit B., Reps T., Code vectors: Understanding programs through embedded abstracted symbolic traces, ESEC/FSE, pp. 163-174, (2018)"
tranŝ3: a transformer-based framework for unifying code summarization and code search,"Wang W., Zhang Y., Zeng Z., Xu G., Tranŝ3: A transformer-based framework for unifying code summarization and code search, (2020)"
gypsum: learning hybrid representations for code summarization,"Wang Y., Dong Y., Lu X., Zhou A., Gypsum: Learning hybrid representations for code summarization, Proceedings of the 30th IEEE/ACM International Conference on Program Comprehension, pp. 12-23, (2022)"
treebert: a tree-based pre-trained model for programming language,"Jiang X., Zheng Z., Lyu C., Li L., Lyu L., Treebert: A tree-based pre-trained model for programming language, UAI 2021: Uncertainty in Artificial Intelligence, (2021)"
on the use of automated text summarization techniques for summarizing source code,"Haiduc S., Aponte J., Moreno L., Marcus A., On the Use of Automated Text Summarization Techniques for Summarizing Source Code, Proceedings of the 17th Working Conference on Reverse Engineering, WCRE 2010, pp. 35-44, (2010)"
bert: pre-training of deep bidirectional transformers for language understanding,"Devlin J., Chang M., Lee K., Toutanova K., BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding, Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, NAACL-HLT 2019, pp. 4171-4186, (2019)"
language models are few-shot learners,"Brown T., Mann B., Ryder N., Subbiah M., Kaplan J.D., Dhariwal P., Et al., Language models are few-shot learners, Advances in Neural Information Processing Systems, 33, pp. 1877-1901, (2020)"
a syntactic neural model for general-purpose code generation,"Yin P., Neubig G., A syntactic neural model for general-purpose code generation, Proc. 55th Annu. Meeting Assoc. Comput. Linguistics, pp. 440-450, (2017)"
a neural architecture for generating natural language descriptions from source code changes,"Loyola P., Marrese-Taylor E., Matsuo Y., A neural architecture for generating natural language descriptions from source code changes, Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics, pp. 287-292, (2017)"
code structure guided transformer for source code summarization,"Gao S., Gao C., He Y., Zeng J., Nie L.Y., Xia X., Code structure guided transformer for source code summarization, Arxiv Preprint Arxiv:210409340, (2021)"
structured generative models of natural source code,"Maddison C.J., Tarlow D., Structured generative models of natural source code, International Conference on Machine Learning (ICML), (2014)"
novel natural language summarization of program code via leveraging multiple input representations,"Chen F., Kim M., Choo J., Novel natural language summarization of program code via leveraging multiple input representations, Findings of the Association for Computational Linguistics: EMNLP 2021, pp. 2510-2520, (2021)"
speech & language processing.,"Jurafsky D., Martin J.H., Speech & Language Processing., (2021)"
codet5: identifier-aware unified pre-trained encoder-decoder models for code understanding and generation,"Wang Y., Wang W., Joty S., Hoi S.C., CodeT5: Identifier-aware unified pre-trained encoder-decoder models for code understanding and generation, Proceedings of the 2021 conference on empirical methods in natural language processing, pp. 8696-8708, (2021)"
studying the usage of text-to-text transfer transformer to support code-related tasks,"Mastropaolo A., Scalabrino S., Cooper N., Palacio D.N., Poshyvanyk D., Oliveto R., Bavota G., Studying the usage of text-to-text transfer transformer to support code-related tasks, 2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE). IEEE, pp. 336-347, (2021)"
electra: pre-training text encoders as discriminators rather than generators,"Clark Kevin, Luong Minh-Thang, Le Quoc V., Manning Christopher D., ELECTRA: pre-training text encoders as discriminators rather than generators, 8th International Conference on Learning Representations, ICLR 2020, (2020)"
data-driven domain models for problem solving,"BARNES T., MOSTAFAVI B., EAGLE M. J., Data-driven domain models for problem solving, Design Recommendations for Intelligent Tutoring Systems, 4, pp. 137-145, (2016)"
keyword-guided abstractive code summarization via incorporating structural and contextual information,"Cheng W., Hu P., Wei S., Mo R., Keyword-guided abstractive code summarization via incorporating structural and contextual information, Inf. Softw. Technol., 150, (2022)"
clocom: mining existing source code for automatic comment generation,"Wong E., Liu T., Tan L., CloCom: Mining existing source code for automatic comment generation, 2015 IEEE 22nd International Conference on Software Analysis, Evolution, and Reengineering (SANER), pp. 380-389, (2015)"
infercode: self-supervised learning of code representations by predicting subtrees,"Bui N.D.Q., Yu Y., Jiang L., InferCode: Self-Supervised Learning of Code Representations by Predicting Subtrees, 2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE)., pp. 1186-1197, (2021)"
learning sequential and structural information for source code summarization,"Choi Y.S., Bak J.Y., Na C.W., Lee J.H., Learning sequential and structural information for source code summarization, Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021, pp. 2842-2851, (2021)"
fret: functional reinforced transformer with bert for code summarization,"Wang R., Zhang H., Lu G., Lyu L., Lyu C., Fret: Functional reinforced transformer with bert for code summarization, Ieee Access, 8, pp. 135591-135604, (2020)"
program synthesis for character level language modelling,"Bielik P., Raychev V., Vechev M., Program synthesis for character level language modelling, International conference on learning representations, (2017)"
a survey of automatic generation of source code comments: algorithms and techniques,"Song X., Sun H., Wang X., Yan J., A survey of automatic generation of source code comments: Algorithms and techniques, IEEE Access, 7, pp. 111411-111428, (2019)"
on the sentence embeddings from pre-trained language models,"Bohan L., Hao Z., Junxian H., Mingxuan W., Yiming Y., Lei L., On the sentence embeddings from pre-trained language models, Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing, pp. 9119-9130, (2020)"
on automatically generating commit messages via summarization of source code changes,"Fernando Cortes-Coy L., Linares-Vasquez M., Aponte J., Poshyvanyk D., On automatically generating commit messages via summarization of source code changes, 2014 IEEE 14th International Working Conference on Source Code Analysis and Manipulation. IEEE, pp. 275-284, (2014)"
syncobert: syntax-guided multi-modal contrastive pre-training for code representation,"Wang X., Wang Y., Mi F., Zhou P., Wan Y., Liu X., Li L., Wu H., Liu J., Jiang X., Syncobert: Syntax-guided multi-modal contrastive pre-training for code representation, (2021)"
cotext: multi-task learning with code-text transformer,"Phan L., Tran H., Le D., Nguyen H., Annibal J., Peltekian A., Et al., CoTexT: Multi-task learning with code-text transformer, Proceedings of the 1st workshop on natural language processing for programming, pp. 40-47, (2021)"
mudablue: an automatic categorization system for open source repositories,"Kawaguchi S., Garg P.K., Matsushita M., Inoue K., MUDABlue: An automatic categorization system for open source repositories, J. Syst. Softw., 79, 7, pp. 939-953, (2006)"
language models are unsupervised multitask learners,"Radford Alec, Wu Jeffrey, Child Rewon, Luan David, Amodei Dario, Sutskever Ilya, Language models are unsupervised multitask learners, OpenAI Blog, 1, 8, (2019)"
structural language models of code,"Alon U., Sadaka R., Levy O., Yahav E., Structural language models of code, Proceedings of the Thirty-seventh International Conference on Machine Learning. PMLR, Virtual Event, pp. 245-256, (2020)"
a transformer-based approach for source code summarization,"Ahmad W., Chakraborty S., Ray B., Chang K., A Transformer-based Approach for Source Code Summarization, Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pp. 4998-5007, (2020)"
mpnet: masked and permuted pre-training for language understanding,"Song K., Tan X., Qin T., Lu J., Liu T., Mpnet: Masked and permuted pre-training for language understanding, Advances in Neural Information Processing Systems, 33, pp. 16857-16867, (2020)"
two decades of statistical language modeling: where do we go from here?,"Rosenfeld R., Two decades of statistical language modeling: Where do we go from here?, Proc. IEEE, 88, 8, pp. 1270-1278, (2000)"
natural language processing (almost) from scratch,"Collobert R., Weston J., Bottou L., Karlen M., Kavukcuoglu K., Kuksa P., Natural language processing (almost) from scratch, Journal of machine learning research, 12, ARTICLE, pp. 2493-2537, (2011)"
assessing the effectiveness of syntactic structure to learn code edit representations,"Qureshi S.A., Mehta S., Bhagwan R., Kumar R., Assessing the effectiveness of syntactic structure to learn code edit representations, (2021)"
a mocktail of source code representations,"Vagavolu D., Swarna K. C., Chimalakonda S., A mocktail of source code representations, ASE, (2021)"
xlnet: generalized autoregressive pretraining for language understanding,"Yang Zhilin, Dai Zihang, Yang Yiming, Carbonell Jaime, Salakhutdinov Russ R, Le Quoc V, Xlnet: Generalized autoregressive pretraining for language understanding, Advances in neural information processing systems, pp. 5754-5764, (2019)"
integrating tree path in transformer for code representation,"Peng H., Li G., Wang W., Zhao Y., Jin Z., Integrating tree path in transformer for code representation, Thirty-Fifth Conference on Neural Information Processing Systems, (2021)"
swin transformer v2: scaling up capacity and resolution,"Liu Z., Hu H., Lin Y., Yao Z., Xie Z., Wei Y., Ning J., Cao Y., Zhang Z., Dong L., Et al., Swin transformer v2: Scaling up capacity and resolution, Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, pp. 12009-12019, (2022)"
