Title,Full Reference
optimise web browsing on heterogeneous mobile platforms: a machine learning based approach,"Ren J., Gao L., Wang H., Wang Z., Optimise web browsing on heterogeneous mobile platforms: A machine learning based approach, IEEE INFOCOM 2017-IEEE Conference on Computer Communications. IEEE, pp. 1-9, (2017)"
neural attribute machines for program generation,"Amodio M., Chaudhuri S., Reps T.W., Neural attribute machines for program generation, CoRR, (2017)"
programming by demonstration: a machine learning approach,"Lau T., Programming by Demonstration: A Machine Learning Approach, (2001)"
relational inductive biases,"Battaglia P.W., Hamrick J.B., Bapst V., Sanchez-Gonzalez A., Zambaldi V., Malinowski M., Tacchetti A., Raposo D., Santoro A., Faulkner R., Gulcehre C., Song F., Ballard A., Gilmer J., Dahl G., Vaswani A., Allen K., Nash C., Langston V., Dyer C., Heess N., Wierstra D., Kohli P., Botvinick M., Vinyals O., Li Y., Pascanu R., Relational Inductive Biases, Deep Learning, and Graph Networks, (2018)"
factorization strategies for third-order tensors,"Kilmer M.E., Martin C.D., Factorization strategies for third-order tensors, Linear Algeb. Applic., 435, 3, pp. 641-658, (2011)"
tensorflow,""
feature engineering for machine learning and data analytics,"Dong G., Liu H., Feature engineering for machine learning and data analytics, Feature Generation and Engineering for Software Analytics, pp. 335-358, (2018)"
matrix factorization techniques for recommender systems,"Koren Y., Bell R., Volinsky C., Matrix factorization techniques for recommender systems, Computer, 42, 8, pp. 30-37, (2009)"
design of experiments and response surface methodology to tune machine learning hyperparameters,"Lujan-Moreno G.A., Howard P.R., Rojas O.G., Montgomery D.C., Design of experiments and response surface methodology to tune machine learning hyperparameters, with a random forest case-study, Expert Syst. Appl., 109, pp. 195-205, (2018)"
execution traces as a powerful data representation for intelligent tutoring systems for programming,"PAASSEN B., JENSEN J., HAMMER B., Execution traces as a powerful data representation for intelligent tutoring systems for programming, Proceedings of the 9th International Conference on Educational Data Mining, pp. 183-190, (2016)"
large-scale machine learning with stochastic gradient descent,"Bottou L., Large-scale machine learning with stochastic gradient descent, Proceedings of COMPSTAT'2010, pp. 177-186, (2010)"
multimodal learning with deep boltzmann machines,"Srivastava N., Salakhutdinov R.R., Multimodal learning with deep boltzmann machines, NIPS, (2012)"
data-efficient performance learning for configurable systems,"Guo J., Et al., Data-efficient performance learning for configurable systems, EMSE, 23, 3, pp. 1826-1867, (2018)"
